issuekey,title,description,storypoint
PF-5105,Account Module | MT110 and MT111 Generation | R & D,,16
PF-5103,Lending Module | Listing of Pre-Paid Rentals & Excess Payments |  listing of Excess payments,"Do

* Add the following fields to the filtering parameters:
** Created user (USER ID)
** Excess type (drop-down – Allocate/excess/refund)
** Lending account no
* Ensure these fields are optional.
* Add the following columns to the generated report:
** Excess type (EXCESS_TYPE)
** Receipt amount (RECEIPT_AMOUNT from RECEIPT_EXCESS_DETAIL)
** Refund amount (ALLOCATED_REFUND_AMOUNT from RECEIPT_EXCESS_DETAIL)
** Created user (CREATED_USER)
** Created date and time (CREATED_DATE from RECEIPT_EXCESS_DETAIL)

* Extract data from the ""RECEIPT_EXCESS_DETAIL"" table under ""ANRKR_LENDING_ACCOUNT.""

* Separate thousands for ""Receipt amount"" and ""Refund amount.""
* Display only two decimal places for these values in the report.
* Ensure the ""Created user"" is visible exactly as it is in the table.
* Format the ""Created date and time"" column as dd-mm-yyyy Thh:mm.

Checks

* Verify that the report filters details according to the input parameters.
* Confirm that the report is generated based on the entered inputs.
* Confirm that there are no mandatory triggers, as the additional input fields should be optional.
* Confirm the successful generation of the report according to the entered inputs.",20
PF-5102,Lending Module | Listing of Pre-Paid Rentals & Excess Payments |  Listing of Pre-paid rentals,"Do 

1. Add Field to Filtering Parameters

2. Modify Report Columns

* Currency (CURRENCY_CODE)
* Created user (CREATED_USER)
* Created date and time (CREATED_DATE)
* Branch (BRANCH_ID)
* Loan amount (LOAN_AMOUNT)
* Total receivable (TOTAL_RECEIVABLE)

3. Display Currency Description

4. Display Branch Description

5. Format Loan Amount and Total Receivable

6. Display Created User

7. Format Created Date and Time





Check

# Verify that the report filters details according to the input parameters.
# Confirm that the report is generated based on the inputs entered.
# Confirm that there are no mandatory triggers, as the additional input fields should be optional.
# Confirm the successful generation of the report according to the entered inputs.
# Ensure the report has the additional columns mentioned.
# Ensure thousand separators and 2 decimals are viewed in the amount fields.",20
PF-5073,Create Payment | Batch Payment Creation | UI/UX Design,"+Do+

# Required a UI/UX design for Batch Payment Creation.

+Check+

# Batch payment creation screens should be designed according to the UI/UX standards.",18
PF-5070,Design FusionX Certificate templates,,4
PF-5067,Check Live Function (TD) Kenya Live and Identify Issues and get Rectify,,16
PF-5065,Reports | Business Reporting | Reviewing and Completing the URS 1.0v,,8
PF-5064,Account Module | MT110 and MT111 Generation | Reviewing and Completing the URS 1.0v,,8
PF-5061,Fund Reservation Management | Bug Verification,,16
PF-5058,Account Module | Virtual Accounts | Identify all the touch points and list the Jira stories,,16
PF-5057,Sprint Planning | Team Support,,72
PF-5055,Payment Module | Finalize the Flows and Module ready for development,"The Following need to be achieved

# Finalize flow diagram for Payment Module
# Ensure the  Finalize URS and available for the full module (All URS) to continue the development
# Finalize Module architecture with the Tech Team
# Complete the Tshirt Size for all the epics",16
PF-5053,Collateral Register Report | Report Testing | Report redevelop phase - 1,,32
PF-5048,Account Module | Outward Cheque Clearance | Reviewing and Completing the URS 1.0v,,8
PF-5047,Account Module | Teller Management | Miscellaneous Charge | Test Case Execution,,56
PF-5045,Exception Handling | Transaction Exception Approval | Listing and Estimating All the Development Stories,,8
PF-5043,Account Module | Charges Management | Waive off Charges | Test Case Execution,,40
PF-5041,"Payment Creation | Supplier , Employees and Miscellaneous Payments | Finalize all the Tickets and move to ready for dev",,12
PF-5040,Payment Module | Invoice Creation | Manage Invoice | Finalize All the Stories and move to Ready for Dev,,12
PF-5033,Embeded Finance | Embeded Finance | R & D (Support),,8
PF-5032,Lending Module | Embeded Finance | Listing and Estimating All the Development Stories,,8
PF-5030,Lending Module | Embeded Finance | Reviewing and Completing the URS 1.0v,,8
PF-5022,Over draft recovery | Pre notification alert generation schedule (with definition) | Listing and Estimating All the Development Stories,,8
PF-5020,Over draft recovery | Pre notification alert generation schedule (with definition) | Reviewing and Completing the URS 1.0v,,8
PF-5019,Over draft recovery | Pre notification alert generation schedule (with definition) | Completing the Initial URS with wireframes,,24
PF-5018,Common Module | Common Dash Board Screens | Finalize the touch points and Enable Dash board in FusionX Front end,,24
PF-5008,Over draft recovery | cheque book charge transfer out modification | Listing and Estimating All the Development Stories,,8
PF-5006,Over draft recovery | cheque book charge transfer out modification | Reviewing and Completing the URS 1.0v,,8
PF-5005,Over draft recovery | cheque book charge transfer out modification | Completing the Initial URS with wireframes,,16
PF-4997,Common Module | Enable of Multi Currency | R & D (Lending),,8
PF-4996,Common Module | Enable of Multi Currency | R & D (CASA),,8
PF-4994,Common Module | Enable of Multi Currency | Listing and Estimating All the Development Stories,,16
PF-4992,Common Module | Enable of Multi Currency | Reviewing and Completing the URS 1.0v,,8
PF-4991,Common Module | Enable of Multi-Currency | Completing the Initial URS with wireframes and Flow diagram,,24
PF-4990,Common Module | Enable of Multi Currency | R & D (TD),,8
PF-4986,Lending Module | Integration | Third-party Reporting Agency Data Mapping URS Review,,8
PF-4985,Lending Module | Integration | Kenya CRIB Report Generate URS Review,,8
PF-4984,TD Module | Rearrange the Settings Page | Reviewing and Completing the URS 1.0v,,8
PF-4982,Listing and Estimating All the Development Stories,,8
PF-4980,Over draft recovery | check STO process/schedule process/fund reservation | Reviewing and Completing the URS 1.0v,,8
PF-4979,Over draft recovery | check STO process/schedule process/fund reservation | Completing the Initial URS with wireframes,,16
PF-4978,Over draft recovery | ME Officer/recovery/legal  hierarchy | Listing and Estimating All the Development Stories,,8
PF-4976,Over draft recovery |	ME Officer/recovery/legal  hierarchy | Reviewing and Completing the URS 1.0v,,8
PF-4975,Over draft recovery | Fee notification alert mapping (Address mapping) - Account | Listing and Estimating All the Development Stories,,8
PF-4973,Over draft recovery | Fee notification alert mapping (Address mapping) - Account | Reviewing and Completing the URS 1.0v,,8
PF-4972,Over draft recovery | Fee notification alert mapping (Address mapping) - Account | Completing the Initial URS with wireframes,,16
PF-4971,Over draft recovery | OD interest apply modification | Listing and Estimating All the Development Stories,,8
PF-4969,Over draft recovery | OD interest apply modification | Reviewing and Completing the URS 1.0v,,8
PF-4968,Over draft recovery | OD interest apply modification | Completing the Initial URS with wireframes,,16
PF-4967,Account Module | Over draft recovery |	recovery process completion | Listing and Estimating All the Development Stories,,8
PF-4965,Account Module | Over draft recovery |	recovery process completion | Reviewing and Completing the URS 1.0v,,8
PF-4964,Account Module | Over draft recovery |	recovery process completion | Completing the Initial URS with wireframes,,16
PF-4963,Listing and Estimating All the Development Stories,,8
PF-4961,Overdraft Management | CRIB report Integration | Review URS 1.0,,8
PF-4960,Collateral Module - FE Bugs Fixing,,64
PF-4959,Over draft recovery | Transfer in cheque deposit non bank modification + update recovery process with charges | Listing and Estimating All the Development Stories,,8
PF-4957,Over draft recovery | Transfer in cheque deposit non bank modification + update recovery process with charges | Reviewing and Completing the URS 1.0v,,8
PF-4956,Over draft recovery | Transfer in cheque deposit nonbank modification + update recovery process with charges | Completing the Initial URS with wireframes,,16
PF-4955,Lending Module | Charges | Calculate Tax | Listing and Estimating All the Development Stories,,8
PF-4952,Kenya Project Implementation Task,Project Implementation Tasks,8
PF-4951,Reports | Account Balance Report | Listing and Estimating All the Development Stories,,4
PF-4950,Listing and Estimating All the Development Stories,,8
PF-4948,Reports | OAC | Flexi Fixed Account Accrued Interest Report (Zambia) |Reviewing and Completing the URS 1.0v,,8
PF-4947,Reports | OAC | Flexi Fixed Account Accrued Interest Report (Zambia) | Completing the Initial URS with wireframes,,16
PF-4945,Account Module | Set Account Block Status Expiry Date | Listing and Estimating All the Development Stories,,4
PF-4943,Account Module | Set Account Block Status Expiry Date | Reviewing and Completing the URS 1.0v,,4
PF-4942,Account Module | Set Account Block Status Expiry Date | Completing the Initial URS with wireframes,,4
PF-4938,Loan Finance | Scheduler Charges Debits for Loans | Approve Screen | BE & FE QA,"*Do*

·         After the user creates the debit charge, the user clicks on the submit button and then the created report should be sent for 'pending request'.

·         There is an approval officer to approve pending requests in the 'Pending Requests' section of the waiting process.

·         If the approval officer didn’t approve the record before the debit charge date the record will expire and the user must create another new record or Update the existing record for the charges apply.

·         Approval officer must select the action from ‘Approve’ or ‘Reject’ from the given LOV

·         If the reports are 'Approved', a 'Reporting Success' message should be added.
If the report is 'rejected', a message should be added saying ""Reporting successfully rejected"".

·         If the report is marked as declined, the status should be changed to 'Rejected' however the user should be able to update the report and reactivate it if required.

·         Once the report is approved or rejected, the report should be displayed on the initial screen of debit charges along with the status.

·         All other procedures are same except the mentioned ones are different.

·         ""Confirm"", button should be added to save account details.

·         ""Back"" button should be added to go to previous page

 

*Check*

·         Confirm the process of creating a debit charge and submitting it for a 'pending request.'

·         Verify the existence of an approval officer who can approve or reject pending requests.

·         Check if, in case of non-approval before the debit charge date, the record expires and the user can create a new record or update an existing one.

·         Confirm that the approval officer must select the action from 'Approve' or 'Reject' from the given LOV.

·         Check if a successful message is displayed for approved records: ""Record Successfully approved.""

·         Check if a successful message is displayed for rejected records: ""Record Successfully Rejected.""

·         Confirm that if a record is marked as rejected, the status turns to 'Rejected,' and the user can update the record and activate it again if necessary.

·         Verify that once the record is approved or rejected, it is displayed in the initial screen of the debit charges with the updated status.

·         Confirm that all other processes remain the same as before, and only the mentioned changes are applied.",24
PF-4937,Loan Finance | Scheduler Charges Debits for Loans | Cancel Screen | BE & FE QA,"*Do*

Add a 'Cancel' button under the action header for the user to select a record from the grid and click.

Once it is selected the user is navigated to the cancelation page where the type of debit charge is shown
This should be displayed in a view-only format and the following should be editable,
o Batch number
o Group reference
o Comments
o Cancel comment
Add cancel button and remark option.
Clicking on Cancel should add a popup warning saying ""Are you sure you want to cancel""  This will cancel this debit request and remove this record. Do you want to continue?'
The user should be able to click on confirm if the process is successful and should display a success message, otherwise an error message should be displayed.
Once the user cancels a record it should not be recoverable.
All other process is same as before, only mentioned changes apply.

*Check*
After the user selects a record from the grid and clicks the 'Cancel' button under the header, verify that the user is navigated to the cancellation page.
Check that the following fields are editable on the cancellation pageල
o	Batch Number
o	Batch Reference
o	Remarks
o	Cancel Comment 

Verify that the user can cancel by entering 'Cancel remarks' and clicking on the cancel button.
Confirm the presence of a pop-up warning when clicked on cancel, displaying the message: ""Are you sure you want to cancel? This will cancel this debit charge request and remove this record. Do you want to continue?""

Check if the user can click on ""Confirm"" if the cancelation process is successful, resulting in a success message: ""Record cancelled successfully.""
If the cancelation process is unsuccessful, verify that an error message is shown: ""Something went wrong, please try again.""
Confirm that once the user cancels a record, it cannot be taken back again.
Verify that all other processes remain the same as before, and only the mentioned changes are applied.",24
PF-4933,Payment Module | Payment Cancellation Confirmation | URS Update for Employee Payments and Miscellaneous Charges,,8
PF-4929,Onboarding/Management/Release | Finalize the Tickets and move the status to ready for development cont.,,8
PF-4926,Payment Module | Payment Cancellation | URS writing for Employee and Miscellaneous Charges,,4
PF-4922,All Modules (TD & CASA) | Abandoned Property Management | Update and Finalize the URS 1.0v | Follow up,,2
PF-4918,Account Module | Processing Sweep In | Account Sweep In – Action Points - Inward,"*_Do:_*

Should create a schedule process for the sweeps in.

when a cheque came and request a sweep in needed amount from the savings account should hold (if the savings account surpass the required minimum levels and fund amounts) and should release the payment.

When the batch process occurs, following transaction scheduled batch processes should occurs.

Set 1:

·         Debit Savings Accounts (To the extent of shortfall amount (-))

·         Credit Current Account (To the extent of shortfall amount (+))

 

Set 2:

·         Debit Current Account (Transaction amount)

·         Credit Savings Account (Transaction amount)

Sweep Out (set 2) or the sweep-In reversal should be the process that reverse the amount that credited back to the “From account” (Savings Account).

Should be able to map the related transaction event/ process schedule/ and process schedule event for the batch process.

Account status mapped to the sweep in event should be able to get to the Sweep – In process.

The expectation of the scheduler as follows.

Should be able to run the batch process as the scheduler setup.

Data should save successfully.

The action points are as below,

*Inward -> batch validation -> file stepper -> select action – View and then should select the Record Status as Realized and then the account balance is not sufficient a pop should appear by asking “Are you sure you want to process sweep?” if user click on authorize, should happen the process sweep in.*

 

*_Check:_*

Verify that the sweep in process transfers funds from the specified source account to the target account.

Confirm that the sweep out process transfers funds from the specified source account to the target account.

Check all the data tables updated successfully.

 ",48
PF-4917,Account Module | Processing Sweep In | Account Sweep In – Action Points - Inhouse Check Clearance,"*_Do:_*

Should create a schedule process for the sweeps in.

when a cheque came and request a sweep in needed amount from the savings account should hold (if the savings account surpass the required minimum levels and fund amounts) and should release the payment.

When the batch process occurs, following transaction scheduled batch processes should occurs.

Set 1:

·         Debit Savings Accounts (To the extent of shortfall amount (-))

·         Credit Current Account (To the extent of shortfall amount (+))

 

Set 2:

·         Debit Current Account (Transaction amount)

·         Credit Savings Account (Transaction amount)

Sweep Out (set 2) or the sweep-In reversal should be the process that reverse the amount that credited back to the “From account” (Savings Account).

Should be able to map the related transaction event/ process schedule/ and process schedule event for the batch process.

Account status mapped to the sweep in event should be able to get to the Sweep – In process.

The expectation of the scheduler as follows.

Should be able to run the batch process as the scheduler setup.

Data should save successfully.

The action points are as below,



*In House Cheque Clearance-> final action when the account balance is not sufficient a pop should appear by asking “Are you sure you want to process sweep?” if user click on authorize, should happen the process sweep in.*



 

*_Check:_*

Verify that the sweep in process transfers funds from the specified source account to the target account.

Confirm that the sweep out process transfers funds from the specified source account to the target account.

Check all the data tables updated successfully.

 ",48
PF-4916,Account Module | Processing Sweep In | Account Sweep In – Action Points - Checker,"*_Do:_*

Should create a schedule process for the sweeps in.

when a cheque came and request a sweep in needed amount from the savings account should hold (if the savings account surpass the required minimum levels and fund amounts) and should release the payment.

When the batch process occurs, following transaction scheduled batch processes should occurs.

Set 1:

·         Debit Savings Accounts (To the extent of shortfall amount (-))

·         Credit Current Account (To the extent of shortfall amount (+))

 

Set 2:

·         Debit Current Account (Transaction amount)

·         Credit Savings Account (Transaction amount)

Sweep Out (set 2) or the sweep-In reversal should be the process that reverse the amount that credited back to the “From account” (Savings Account).

Should be able to map the related transaction event/ process schedule/ and process schedule event for the batch process.

Account status mapped to the sweep in event should be able to get to the Sweep – In process.

The expectation of the scheduler as follows.

Should be able to run the batch process as the scheduler setup.

Data should save successfully.

The action points are as below,

*Checker ->signature verified when the account balance is not sufficient a pop should appear by asking “Are you sure you want to process sweep?” if user click on authorize, should happen the process sweep in.* 

*_Check:_*

Verify that the sweep in process transfers funds from the specified source account to the target account.

Confirm that the sweep out process transfers funds from the specified source account to the target account.

Check all the data tables updated successfully.

 ",48
PF-4915,Loan Finance | Scheduler Charges Debits for Loans | Update Screen | BE & FE QA,"*Do*
Add the update option from under the action header to navigate to the update page.
should be add radio buttons to choose the type of debit charge, before the grid

* Recurring Debit
* One-time Debit

Under 'Recurring Debit Charges' user must enter a start date, end date and frequency type
the grid should change accordingly,
o Account Number
o Status
o Start Date
o End Date
o Frequency
o Fee Category
o Fee Type
o Amount
o Action

If selected ‘One-time Debit’ the grid should stay same.

If selecting 'Recurring' Debit, should be able to select a frequency (LOV) then add the following details
o Daily
o Weekly
o Weekly
o Monthly
o Quarterly
o Monthly

Add to “Update”, button should be able to update the account details.
Add to “Reset” Button should be there clear the screen.
Add to “Back” button should be able to navigate backwards from the current screen.

Add showing a successful update message when the 'Update' button is selected
Add a cancel button that should cancel the running process and return to the page

*Check*

* Confirm if the grid changes when choosing the recurring debit type.
* Verify the 'repeat' denominator allows selecting a frequency (LOV) with the corresponding details.
* Check if a message pops up after clicking submit with two options (Confirm and Cancel).
* Confirm that closing the Confirm option shows the success message 'Debit Charge Created Successfully'.
* If check the click 'Cancel' button that should cancel the running process and return to the page.
* Check if the screen clears after clicking the ""Reset"" button.
* Verify if navigating back from the current screen is possible after clicking the ""Back"" button.",40
PF-4913,Lending Module| Reports | Bug Fixing,,32
PF-4912,Account Management | Opening Account | Certificate of Deposit | Rewrite URS,,8
PF-4911,Loan Finance | Scheduler Charges Debits for Loans | Create Screen | BE & FE QA,"*Do*
should be add radio buttons to choose the type of debit charge, before the grid

* Recurring Debit
* One-time Debit

Under 'Recurring Debit Charges' user must enter a start date, end date and frequency type
the grid should change accordingly,
o Account Number
o Status
o Start Date
o End Date
o Frequency
o Fee Category
o Fee Type
o Amount
o Action

If selected ‘One-time Debit’ the grid should stay same.

If selecting 'Recurring' Debit, should be able to select a frequency (LOV) then add the following details
o Daily
o Weekly
o Weekly
o Monthly
o Quarterly
o Monthly

After clicking submit once, a message should pop up saying 'You are ready to create a new record to request debit charges. Do you want to continue?' and add two options for the user to choose from
Confirm if closed it should show success message 'Debit Charge Created Successfully'.
If 'Cancel' is selected the popup should close and stay on the design page.

*check*

Check if the grid changes if chosen the recurring debit type.
Check if the select 'repeat' denominator can select a frequency (LOV) and check if the following details are added
o Daily
o Weekly
o Weekly
o Monthly
o Quarterly
o Monthly

By clicking submit once,
check if a message pops up 'You are ready to create a new record to claim debit charges. Do you want to continue?' and check if the user has two options to choose from

* Verify that it is closed, it should show a success message 'Debit Charge Created Successfully'.
* If 'Cancel' is selected the popup should close and remain on the design page.

Check if the screen clears after clicking the ""Reset"" button
Check if you can navigate back from the current screen after clicking the ""Back"" button.",40
PF-4910,Collateral Register Report | Report Testing | Report redevelop phase - 2,,40
PF-4909,Account Module | Setting up Internal Accounts | Transactions of internal Account Validations Setup  - Part IV,"

h3. +*Do:*+ 

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

* Schedule Payment
* Transaction Reversal
* Inward/Outward Clearance
* Cheque Transaction

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.

h3. +*Check:*+ 

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.",44
PF-4908,Account Module | Setting up Internal Accounts | Transactions of internal Account Validations Setup  - Part III,"h3. +*Do:*+ 

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

* Fund Reservation
* Standing Order
* Post Dated Cheque

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.

h3. +*Check:*+ 

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.

h3. ",44
PF-4907,Account Module | Setting up Internal Accounts | Transactions of internal Account Validations Setup  - Part II,"h3. +*Do:*+

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

* Fund Transfer
* Other Deposit
* Other Withdrawals

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.

h3. +*Check:*+

In the Transactions of the CASA should check account’s sub product *mapped branch eligibility to proceed the transaction when selecting the account*. Only eligible branch should be allowed for transactions. 

In the transaction Approval Steppers should check account’s sub product mapped officer eligibility and branch eligibility of login branch for the confirmation of the transaction. Only eligible officers should be allowed for transactions approval.

h3. ",44
PF-4899,"CLONE - FD Ownership Transfer_Story 12 - FD Ownership Transfer - Approve the ownership Transfer - Approve the product, account , interest , other , preference , charges ,ME Business Introducer ,collection, certificate  and ownership details  FE/QA","*Do*

·        No of changes should be displayed in front of the Updated steppers.

·        In all the steps, existing details and new details should be displayed.

·        After clicking on the “confirm” button of the new ownership details, then a pop-up message will be displayed to select action approve or reject the approve the ownership transfer. After clicking on the “approve” action, a successful pop-up message displays as successfully updated the ownership details.

*Check*

 No of changes should be displayed in front of the Updated steppers.

·        In all the steps, existing details and new details should be displayed.

·        After clicking on the “confirm” button of the new ownership details, then a pop-up message will be displayed to select action approve or reject the approve the ownership transfer. After clicking on the “approve” action, a successful pop-up message displays as successfully updated the ownership details.

·        ownership transfer record created user should not allow to approve the same record. Validation message should be displayed as “Record cannot be approved by the same user”

 ",36
PF-4896,CLONE - FD Ownership Transfer Story 11 - FD Ownership Transfer - Approve the ownership Transfer - approve the customer details FE/QA,"*Do*

·        In the customer Details stepper, former customer details, nominee details and new customer details, new nominee details should be displayed.

·        No of changes should be displayed in front of the Updated steppers.



*Check*

·        In the customer Details stepper, former customer details, nominee details and new customer details, new nominee details should be displayed.

·        No of changes should be displayed in front of the Updated steppers.",36
PF-4895,CLONE - FD Ownership Transfer Story 10 - FD Ownership Transfer - Approve the ownership Transfer - ownership transfer pending records FE,"*Do*

* click on “Account management” in Term Deposit Module menu, I should be able to select “Account confirmation List”. 
* I should be able to select Ownership Transfer confirmation option and it will navigate to “Ownership Transfer Approval” page.
*  After confirmation of ownership transfer it gets park in the pending approvals tab. 
* After directing the ownership transfer approval page, details are displayed in a grid with following columns.

·        Customer Name

·        Account number

·        Account Name

·        Created Date

·        Created User

·        Action [ select]

*  To select the relevant TD account to approve, I have to search the TD account by the below-mentioned search parameters.
·        TD Account Number
·        Customer Name
·        Customer Reference code
·        Customer identification Number
·        Business Registration Number
*  When click on the TD account, I get directed to the ownership transfer approval details page. In there, ownership transfer details are displayed in the steppers to approve.

*Check*

* click on “Account management” in Term Deposit Module menu, I should be able to select “Account confirmation List”. 
* I should be able to select Ownership Transfer confirmation option and it will navigate to “Ownership Transfer Approval” page.
*  After confirmation of ownership transfer it gets park in the pending approvals tab. 
* After directing the ownership transfer approval page, details are displayed in a grid with following columns.

·        Customer Name

·        Account number

·        Account Name

·        Created Date

·        Created User

·        Action [ select]

*  To select the relevant TD account to approve, I have to search the TD account by the below-mentioned search parameters.
·        TD Account Number
·        Customer Name
·        Customer Reference code
·        Customer identification Number
·        Business Registration Number
*  When click on the TD account, I get directed to the ownership transfer approval details page. In there, ownership transfer details are displayed in the steppers to approve.",24
PF-4894,CLONE - FD Ownership Transfer_Story 09 - FD Ownership Transfer - After Transfer steppers -ownership transfer details FE/QA,"*Do*

* I should be able to upload documents related to ownership transfer.
* Following columns should be added to the data grid.

|*Field Name*|*Description*|*Data Type*|
|Document Name|Name of the document|Display field|
|Mandatory Indicator|Document is mandatory or not|Display field|
|Collection method|Method of document collection|LOV|
|Collected|Document collected or not|Toggle|
|Status|Status of the document|Display field|
|Action|upload the document|Button|

* In ownership transfer stepper, if the mandatory indicator of the document is marked as “yes”, without uploading the relevant document, “submit button” should be disabled.
*  I should be able to view the documents in the grid of ownership transfer details stepper, which is mapped to the document checklist definition.
* Next, I able to click on “Submit” button. Then a pop-up message will be displayed to confirm the ownership transfer. After confirming Click on “yes” button submits the ownership transfer to approval. If successfully submitted a success message is shown if not an error message is shown.
* If I select the “Create New Savings account” in the Interest details step, the savings account creation API should invoke with the “Submit” button.
* Submit button is there to confirm the ownership transfer.
* By clicking the “*Submit*” button; the user gets a confirmation message as “Are you sure that you want to transfer ownership?”

*Check*

* I should be able to upload documents related to ownership transfer.
* Following columns should be added to the data grid.

|*Field Name*|*Description*|*Data Type*|
|Document Name|Name of the document|Display field|
|Mandatory Indicator|Document is mandatory or not|Display field|
|Collection method|Method of document collection|LOV|
|Collected|Document collected or not|Toggle|
|Status|Status of the document|Display field|
|Action|upload the document|Button|

* In ownership transfer stepper, if the mandatory indicator of the document is marked as “yes”, without uploading the relevant document, “submit button” should be disabled.
*  I should be able to view the documents in the grid of ownership transfer details stepper, which is mapped to the document checklist definition.
* Next, I able to click on “Submit” button. Then a pop-up message will be displayed to confirm the ownership transfer. After confirming Click on “yes” button submits the ownership transfer to approval. If successfully submitted a success message is shown if not an error message is shown.
* If I select the “Create New Savings account” in the Interest details step, the savings account creation API should invoke with the “Submit” button.
* Submit button is there to confirm the ownership transfer.
* By clicking the “*Submit*” button; the user gets a confirmation message as “Are you sure that you want to transfer ownership?”
* There are two options in the confirmation message “OK” and “Cancel”
* if the mandatory indicator is “yes” of the ownership document, submit button should not be enabled without uploading document.
* Next button of the other details screen should not be enabled without selecting the customer signature.",48
PF-4893,CLONE - FD Ownership Transfer_Story 07 - FD Ownership Transfer - After Transfer steppers -Preference details  FE,"*Do*

·        When moving to the Preference details step, if there are already added preferences, a message should display as *“Please change the preference details”.* if I add new preferences details, I should be able to add the notification method.

·        I should be able to click on email/SMS check box, contact name automatically displayed and contact number or email will be loaded from Contact info LOV. (Figure 23)

·        In the preferences stepper, following modifications can be made.

·        ·        Contact name should be displayed in the screen and Contact info LOV should be displayed the added contact information. I should be able to select the contact number from the contact info LOV.

·        I should be able to select the event category from the LOV and Event Name . (same as existing account opening process)

*Check*

·        When moving to the Preference details step, if there are already added preferences, a message should display as *“Please change the preference details”.* if I add new preferences details, I should be able to add the notification method.

·        I should be able to click on email/SMS check box, contact name automatically displayed and contact number or email will be loaded from Contact info LOV. (Figure 23)

·        In the preferences stepper, following modifications can be made.

·        ·        Contact name should be displayed in the screen and Contact info LOV should be displayed the added contact information. I should be able to select the contact number from the contact info LOV.

·        I should be able to select the event category from the LOV and Event Name . (same as existing account opening process)

 ",24
PF-4888,Common Module | Reporting Agency Master Data Mapping | Completing UI/UX Desing,,4
PF-4886,Common Module | Reporting Agency Definition| Completing UI/UX Desing,,4
PF-4863,Account Module | Account Management | Return - Update - from 6 steper - FE,"*Do* 

* User should be able to view the Approval officers’ comments and do the required changes.
* All the fields should be in editable mode except customer, guardian & product details.
* “Re-Submit” button should be available to submit the changes.
* Accounts status should be change to “Created” with the re submit.
* User should be able to update account as per the manage account -> update account.
* User should be able to do the related function through the Manage Account screen also.
* Those screens should similar to the Manage Account -> update function with comment box at the panel to view the comments.
* Changes should save to tables.
* Should be able to move through steppers.
* Mandatory details should be same as the account creation.
* If there’s an issue should display related error messages.
* This should be same as the “CREATED” status account update.

 

*Check* 

* Check if user be able to update account by selecting “Update“ action.
* Check if the approval officer be able to see the added comments when click on View action at the “Return“.
* Check the UI changes at the screens.
* Those screens should similar to the Manage Account -> update function with comment icon to see the comments and do the required changes.
* Check If there’s an issue should display related error messages.",32
PF-4862,Account Module |Account Management |  Return - Update - 1st 5 Steps - FE,"*Do* 

* User should be able to view the Approval officers’ comments and do the required changes.
* All the fields should be in editable mode except customer, guardian & product details.
* “Re-Submit” button should be available to submit the changes.
* Accounts status should be change to “Created” with the re submit.
* User should be able to update account as per the manage account -> update account.
* User should be able to do the related function through the Manage Account screen also.
* Those screens should similar to the Manage Account -> update function with comment box at the panel to view the comments.
* Changes should save to tables.
* Should be able to move through steppers.
* Mandatory details should be same as the account creation.
* If there’s an issue should display related error messages.
* This should be same as the “CREATED” status account update.



*Check* 

* Check if user be able to update account by selecting “Update“ action.
* Check if the approval officer be able to see the added comments when click on View action at the “Return“.
* Check the UI changes at the screens.
* Those screens should similar to the Manage Account -> update function with comment icon to see the comments and do the required changes.
* Check If there’s an issue should display related error messages.",32
PF-4860,Account Module |Account Management | Return - View comments - BE,"*Do* 

* when user clicks on “Select” action user be able to view the added comments

Activate Account → Activation Rejected

* should add 2 columns to the Activation Returned table.
·         Account Status - Returned
·         Action - Select
* There should be comment box at the right panel bottom corner to view the comments added user role wise.
* When select an account should redirect to the screens with comments.
At those screens’ users should be able to view the comments at the right-side bottom corner comment box.
* User should be able to view the Approval officers comments.
* When select an account should redirect to the screens with comments.
* select action should be available for the “Return” status.
* If there’s an issue should display related error messages.

 

*Check* 

* check if the approval officer be able to see the added comments when click on Select action at the “Return“.
* Check the UI changes at the screens.
* check the comment box works properly.
* Check If there’s an issue should display related error messages.",24
