issuekey,title,description,storypoint
PF-9436,Yard Module  | CR | Send Vehicle release approval  Emails | Completing the URS and wireframes,nan,8
PF-9435,Yard Module | CR |  Grant the yard IN Back date update & delete the record authorize to Authorize person | Completing the URS and wireframes,nan,8
PF-9434,COB Module | Customer View | Customer 360 View -FE QA, do:  should implement the  cob module   → customer view   360?type=design&node id=0 1&mode=design&t=7vvdtu6kmsu7tqvm 0|smart link    check :   should direct to the correct report permission role should mapped with the group and user.,8
PF-9432,Lending Module| Charges | Negotiation| Story 01 - Loan Calculation- Fixed Charges,do :     check :    ,36
PF-9424,Account Module | Setting up Internal Accounts | CASA Settings Eligibility Controller Modification - BE Testing," do:   add “view branch eligibility” option against records in eligibility controller  when click on “view branch eligibility” open a popup with table with branch name, status columns and for already added records should available update option.  create new button should available to create new branch eligibility records with below data    branch name – select from dropdown   status – radio button (on status as default)  should available back, reset and create buttons.  should able to select active branches only.   check:   when user open eligibility controller should available option as “view branch eligibility”  when click on “view branch eligibility” should open a popup with table with branch name, status columns and if have already added records should available update option.  create new button should available to create new branch eligibility records with below data    branch name – select from dropdown   status – radio button (on status as default)  should available back, reset and create buttons.  should able to select active branches only.",24
PF-9421,Cash Module | Cash Courier option | Developing a New Report | Test Case writing and Execution,nan,64
PF-9407,GL entries | Change line description into descriptive form mentioning the parties involved and the account numbers |Listing and Estimating All the Development Stories,nan,8
PF-9404,Account Module | Charges Deactivation | Identify the Process Gaps | (Review Task),nan,8
PF-9401,Payment Process Report | List All Development Stories and move the stories to ready for dev,nan,8
PF-9398,Batch Upload Matching Criteria | Listing and Estimating All the Development Stories,nan,8
PF-9394,Account Module | Implementation of Tax on Charges | Listing and Estimating All the Development Stories,nan,16
PF-9392,Account Module | Implementation of Tax on Charges | Reviewing and Completing the URS 1.0v,nan,8
PF-9391,Account Module | Implementation of Tax on Charges | Completing the Initial URS with wireframes,nan,24
PF-9383,Reports | Arrears Report for TOD & POD | Listing and Estimating All the Development Stories,nan,8
PF-9381,Reports | Arrears Report for TOD & POD | Reviewing and Completing the URS 1.0v,nan,8
PF-9380,Reports | Arrears Report for TOD & POD | Completing the Initial URS with wireframes,nan,12
PF-9376,Legal ID Validation | Exempted flag | Listing and Estimating All the Development Stories,nan,8
PF-9374,Legal ID Validation | Exempted flag | Reviewing and Completing the URS 1.0v,nan,8
PF-9373,Legal ID Validation | Exempted flag | Completing the Initial URS with wireframes,nan,16
PF-9368,All Module | Intrest Application mechnisum for Schedule Product Transfers | Listing and Estimating All the Development Stories,nan,8
PF-9366,All Module | Intrest Application mechnisum for Schedule Product Transfers | Reviewing and Completing the URS 1.0v,nan,8
PF-9365,All Module | Intrest Application mechnisum for Schedule Product Transfers |  Completing the Initial URS with wireframes,nan,16
PF-9357,Excess Duty | Calculate Tax | Fee Type | Completing UI/UX Design,nan,4
PF-9325,All Module | Schedule to execute product transfers | Reviewing and Completing the URS 1.0v,nan,8
PF-9323,All Module | Schedule to execute product transfers | Completing the Initial URS with wireframes,nan,16
PF-9312,Listing and Estimating All the Development Stories,nan,8
PF-9311,Account Module | Implmentation of SI execution Charges | Reviewing and Completing the URS 1.0v,nan,8
PF-9310,Account Module | Implmentation of SI execution Charges | Completing the Initial URS with wireframes,nan,16
PF-9306,GL entries | Change line description into descriptive form mentioning the parties involved and the account numbers | Reviewing and Completing the URS 1.0v,nan,8
PF-9302,Common Roles Permission mapping define as insert in yml files in comn-auth project,record   371,48
PF-9300,Common Module | Exception Handling | Exception Type and Sub Type Definition | Custom User and Custom Group Selector Implementation,nan,46
PF-9297,Account Module | Setting up Internal Accounts | CASA Settings Eligibility Controller Modification - BE," do:   add “view branch eligibility” option against records in eligibility controller  when click on “view branch eligibility” open a popup with table with branch name, status columns and for already added records should available update option.  create new button should available to create new branch eligibility records with below data    branch name – select from dropdown   status – radio button (on status as default)  should available back, reset and create buttons.  should able to select active branches only.   check:   when user open eligibility controller should available option as “view branch eligibility”  when click on “view branch eligibility” should open a popup with table with branch name, status columns and if have already added records should available update option.  create new button should available to create new branch eligibility records with below data    branch name – select from dropdown   status – radio button (on status as default)  should available back, reset and create buttons.  should able to select active branches only.",48
PF-9296,Common Roles define as insert in yml files in comn-auth project,roles = 185,24
PF-9295,Common Permissions define as insert in yml files in comn-auth project,permissions = 371,30
PF-9258,Excess Duty | Calculate Tax | TC Modification | Story 04 - Frontend and QA,do:  1.1.1.1.     if i navigate to charge with tax details user should be able to add the following section charges    fixed charges    charges with option    add hoc charges   1.1.1.2.    user should be able to add the only ‘charges with option’ and ‘add hoc charges’   1.1.1.3.    in fixed charges details should display the following details.  ·        charge type  ·        criteria  ·        calculation method  ·        rate / amount  ·        charge amount  ·        tax amount  ·        total charge amount   1.1.1.4.    in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.5.    total charge amount = charge amount  tax amount   1.1.1.6.    in charges with option section user should be add the following details.  ·        charge type  ·        add criteria  ·        options  ·        rate / amount  ·        tax amount  ·        total charge amount   1.1.1.7.    above details should display the grid too.      1.1.1.8.    in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.9.    total charge amount = charge amount  tax amount   1.1.1.10.  in add hoc charges section user should be add the following details.  ·        charge type  ·        add criteria  ·        frequency  ·        period  ·        amount  ·        tax amount  ·        total charge amount   1.1.1.11.   above details should display the grid too.   1.1.1.12.  total charge amount = charge amount + tax amount   1.1.1.13.  in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.14.  both charges with option section and add hoc charges section should load the tax amount and total charge amount.   1.1.1.15.  tax code can be created using “tax profile rule” definition.   1.1.1.16.  user should be able to mapped the created tax code with transaction type using “tax code mapping with transaction type definition”   1.1.1.17.  user should be able to mapped the transaction type with fee type using “fee type definition” and multiple tax codes can be added using tax code mapping in fee type definition   1.1.1.18.  in “tax applicable event definition” user should be able to mapped the tax code.   1.1.1.19.  then need to concern the “tax applicable event definition” to identify the what are the applicable for taxes and need to concern the “charge with tax details” section in loan calculation stepper too.   1.1.1.20.   user should be able to update the charge details using “update” button under the action before the appraisal submitting.   1.1.1.21.  user should be able to remove the charge details using “remove” button under the action before the appraisal submitting.   1.1.1.22.   user should be able to view the charge details using “view” button under the action before the appraisal submitting.   check  should check tax charges applied based on the amount and fee type definition  1.1.1.1.     “add”  button should be there to add the charges   1.1.1.2.    “ cancel ” button should be there to cancel the charge   1.1.1.3.    “ update ” button should be there to update the charges   1.1.1.4.    “ remove ” button should be there to remove the charges,64
PF-9256,Excess Duty | Calculate Tax | TC Modification | Story 03 - Backend and QA,do:  1.1.1.1.     if i navigate to charge with tax details user should be able to add the following section charges    fixed charges    charges with option    add hoc charges   1.1.1.2.    user should be able to add the only ‘charges with option’ and ‘add hoc charges’   1.1.1.3.    in fixed charges details should display the following details.  ·        charge type  ·        criteria  ·        calculation method  ·        rate / amount  ·        charge amount  ·        tax amount  ·        total charge amount   1.1.1.4.    in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.5.    total charge amount = charge amount  tax amount   1.1.1.6.    in charges with option section user should be add the following details.  ·        charge type  ·        add criteria  ·        options  ·        rate / amount  ·        tax amount  ·        total charge amount   1.1.1.7.    above details should display the grid too.      1.1.1.8.    in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.9.    total charge amount = charge amount  tax amount   1.1.1.10.  in add hoc charges section user should be add the following details.  ·        charge type  ·        add criteria  ·        frequency  ·        period  ·        amount  ·        tax amount  ·        total charge amount   1.1.1.11.   above details should display the grid too.   1.1.1.12.  total charge amount = charge amount + tax amount   1.1.1.13.  in tax amount display the sum of taxes because some of the charges can be applied with the multiple taxes; then user should be able to can view the all applied taxes after click on the “view” with following details.    tax code    amount   1.1.1.14.  both charges with option section and add hoc charges section should load the tax amount and total charge amount.   1.1.1.15.  tax code can be created using “tax profile rule” definition.   1.1.1.16.  user should be able to mapped the created tax code with transaction type using “tax code mapping with transaction type definition”   1.1.1.17.  user should be able to mapped the transaction type with fee type using “fee type definition” and multiple tax codes can be added using tax code mapping in fee type definition   1.1.1.18.  in “tax applicable event definition” user should be able to mapped the tax code.   1.1.1.19.  then need to concern the “tax applicable event definition” to identify the what are the applicable for taxes and need to concern the “charge with tax details” section in loan calculation stepper too.   1.1.1.20.   user should be able to update the charge details using “update” button under the action before the appraisal submitting.   1.1.1.21.  user should be able to remove the charge details using “remove” button under the action before the appraisal submitting.   1.1.1.22.   user should be able to view the charge details using “view” button under the action before the appraisal submitting.   check  should check tax charges applied based on the amount and fee type definition  1.1.1.1.     “add”  button should be there to add the charges   1.1.1.2.    “ cancel ” button should be there to cancel the charge   1.1.1.3.    “ update ” button should be there to update the charges   1.1.1.4.    “ remove ” button should be there to remove the charges,48
PF-9247,TD Module | Customer Alerts Generation | Check the touch points and Finalize the Epics,the following need to be achieved  # finalize flow diagram for payment module (chanith drafted) # update any missing points # finalize the epics to the status = todo # finalize module architecture with the tech team # complete the tshirt size for all the epics,8
PF-9246,"Alerts Generation | User Alerts | Finalize the setup, Document and ensure the process in place","!image 20240318 113635.png|width=1707,height=811!",8
PF-9245,Update the Master data Definition (Go Live) excel and Format Finalize as a proper Document,nan,8
PF-9244,Lending Module | User Manual Update | 1.1v,nan,24
PF-9243,Term Deposit Module | User Manual Update | 1.2v,nan,24
PF-9242,Account Management | Opening Account | Certificate of Deposit | Review the URS and move to stories to indefinition,nan,8
PF-9239,FE | Collateral Module | Collateral Onboarding | Legal Opinion | View/Display Added Documents. | Test case writing and execution,nan,24
PF-9238,FE | Collateral Module | Collateral Onboarding | Displaying Reference number instead of Collateral Ref | test Case writing and execution,nan,8
PF-9237,Collateral Module | Settings | LTV Ratios | Incorporate LTV additional fields | Test case writing and execution,nan,20
PF-9236,BE | Collateral Module | Collateral Onboarding | Inspection & Valuation | Display/View Added Documents | Test Case writing and Execution,nan,20
PF-9230,COB Module | Customer View | Customer 360 View -Frontend Implementation,do :   smart link   check :   should direct to the correct report permission role should mapped with the group and user. |,6
PF-9228,COB Module | Customer View | Customer 360 View -BE,"do:  1.1.1.1.     in the customer 360 view of the oac report, the below facilities should be displayed relevant to the selected customer.    td accounts   casa accounts   lending accounts      1.1.1.2.     after loading the accounts of the customer, the customer’s account details should be displayed under the below categories on the oac report.    as a main customer   as a guarantee   as a joint customer     check :    1.1.1.1.  check the data display according to the filtered criteria.",20
PF-9224,Cash Module | Branch Teller Operations | CASA Account Withdrawals | Developing a new Functionality | Test case writing and execution,nan,56
PF-9221,Cash Module | Branch teller operations | Validate the Cheque withdrawal | Developing a new Functionality | Test Case writing and Execution,note: don’t start testing this task until the below task is complete:  1793|smart link,40
PF-9216,"Cash Module | Settings | Create Teller Counter | ""Teller Name"" should be changed as ""Teller Counter Name""","do  # in the settings → create teller counter →                                                                                                               search parameter “teller name” should be changed as “teller counter name”   in the view screen, “teller name” should be changed as “teller counter name”  check  # make sure that user should be able to search already created teller counter , through the “teller counter name” search parameter. # according to the successful search “teller counter name” should be displayed.",1
PF-9203,Yard Module | Debit Valuation charges Automatically | Developing a new Functionality | Test case writing and execution,nan,24
PF-9202,Account Module | Finance GL Account Mapping | Mapping GL Level separately for Current Account and Savings Accounts | Developing a new Functionality | | Test case writing and execution,nan,48
PF-9201,Account Module | Settings | Document Checklist | Modification to Existing Functionality| Test case writing and execution,nan,24
PF-9200,BulkDirectDebit - Remove Fund reservation and hadle with hold balance | Test case writing and execution,nan,32
PF-9199,Account | Product | Cash buildup | Developing a new Functionality | Test case writing and execution,nan,48
PF-9198,Yard Module | Upload Valuation Bulk Wise | Developing a new Functionality || Test case writing and execution,nan,24
PF-9197,Common Settings Module | Document Template Management | Document Repository Maintenance | Developing a new Functionality| Test case writing and execution - part 3,nan,24
PF-9196,TD Module | Account Management | Returning the FD Creation | Developing a new Functionality | Test case writing and execution,nan,48
PF-9195,Account Module | Reports OAC | Saving portfolio report | Test case writing and execution,nan,24
PF-9192,Account Module | Reports | OAC | Accounts Opening Report | Developing a New Report | test case writing and execution,nan,16
PF-9190,Cash Module | Institutional Payments | Listing and Estimating All the Development Stories,nan,8
PF-9188,Cash Module | Institutional Payments | Reviewing and Completing the URS 1.0v,nan,8
PF-9187,Account Module | Teller Management | Non counter cash deposit | Developing a new Functionality - Test scenarios execution for GL functionality,nan,20
PF-9184,All Module | Supplier Module | Entity-wise Charges | Listing and Estimating All the Development Stories,nan,8
PF-9182,All Module | Supplier Module | Entity-wise Charges | Reviewing and Completing the URS 1.0v,nan,8
PF-9180,All Modules | Setting | New UI for oracle code mapping | Test case writing and execution,nan,24
PF-9179,Standing order execution | Integration testing,nan,32
PF-9178,Tool Tip Finalization | List of all development Stories (Phase 2),consider only the item remain in the casa module and all the rest of the functions must be enable with the tool tip,16
PF-9177,Collateral Module | Reports | Collateral Register | Developing a New Report | test case writing and execution,nan,24
PF-9176,Common Settings Module | Common Settings | Geo hierarchy Master Definition | Developing a new Functionality | Test case writing and execution,nan,16
PF-9174,Collateral Module | Reports | Asset Cancellation Details | Developing a New Report | Test case writing and execution,nan,40
PF-9173,Common Settings Module | Common Settings | Chanel Level Definition | Developing a new Functionality | Test Case Writing and Execution - Phase 01,nan,40
PF-9172,Cash Module | Teller Inquiries | Transaction Inquiry | Developing a New Functionality | Test case writing and Execution - Part 2,nan,40
PF-9170,Cash Module | Teller Inquiries | Transaction Inquiry | Developing a New Functionality | Test case writing and Execution - Part 1,nan,40
PF-9168,Cash Module | Teller Definition | Teller Limit Controller Approval | Developing a new Functionality | Test Case Writing and Execution,nan,48
PF-9155,Settings | Product Definition | Include Sub Product wise Transaction limit validation - View and Create the Eligibility -FE," 1.1.1.1.  the user can click on “create new” to create a new transaction limit eligibility form and the following fields are required (annexure 1 in urs) a. eligibility code b. eligibility name c. transaction code d. transaction sub code e. number of transactions – toggle • minimum no • maximum no • allowed period type (daily/ weekly /monthly & etc) • allowed period length f. transaction amount – toggle • minimum transaction amount • maximum transaction amount • minimum cumulative transaction amount • maximum cumulative transaction amount • allowed period type (daily/ weekly /monthly & etc) • allowed period length g. grace period required – toggle • period type (daily/ weekly /monthly & etc) • period length h. error type i. indicators –inner /outer j. status – toggle (default active when creating)   1.1.1.2. eligibility code  04 digits only (varchar) must not be allowed to duplicate    1.1.1.3. eligibility name  30 digits only    1.1.1.4. transaction code  should be a drop down only the active records should be available in the lov mandatory field    1.1.1.5. transaction sub code  should be a drop down child records must be according to the parent record (6.1.2.2) only the active records should be available in the lov mandatory field   1.1.1.6. min/maxtransactions – toggle  not a mandatory field. however either 01 toggle is mandatory   1.1.1.7. minimum no / maximum no (particular period)  number field either minimum or maximum is mandatory (conditional) users can set up both if required and at this event indicator is mandatory to mark the inner or outer must exceed the minimum minus values are not allowed. zero allowed point values not allowed (0.1)   1.1.1.8. allowed period type  not a mandatory field must be a dropdown and all active period types must be picked   1.1.1.9. allowed period length  conditionally mandatory (1.1.1.4) must be a number   1.1.1.10. transaction amount – toggle  not a mandatory field. however either 01 toggle is mandatory   1.1.1.11. transaction amount  a. minimum transaction amount • amount needs to be captured • not a mandatory field • minus values not allowed, zero allowed • any min/max combination maximum should always exceed the minimum  b. maximum transaction amount • amount needs to be captured • not a mandatory field • minus values not allowed • any min/max combination maximum should always exceed the minimum note: users can set up both if required and at this event indicator is mandatory to mark the inner or outer  c. minimum cumulative transaction amount • amount needs to be captured • not a mandatory field • minus values not allowed, zero allowed • any min/max combination maximum should always exceed the minimum  d. maximum cumulative transaction amount • amount needs to be captured • not a mandatory field • minus values not allowed • any min/max combination maximum should always exceed the minimum note: users can set up both if required and at this event indicator is mandatory to mark the inner or outer  allowed period type not a mandatory field must be a dropdown and all active period types must be picked allowed period length conditionally mandatory (6.1.2.4) must be a number   1.1.1.12. grace period required – toggle  not a mandatory field   1.1.1.13. period type (conditional mandatory 1.1.1.8)  not a mandatory field must be a dropdown and all active period types must be picked   1.1.1.14. period length (conditional mandatory 6.1.2.8)  conditionally mandatory (1.1.1.6) must be a number   1.1.1.15. indicator  radio button or check box inner – min/max values consider in between outer   min/max values consider not in between   1.1.1.16. error type  mandatory enum value (ui) exception – only a warning needs to be displayed error – the system must not allow to performing of any transaction  note: error type is required for 1.1.1.6, 1.1.1.7 (a,b)  note: please refer to annexure 03 for a detailed screen  use case as follows: if the user set up the limits for transaction code; cash withdrawal transaction sub code; over the counter withdrawal period type; month period length; 1 minimum number; 2 maximum number; 3 error type; error  the system should not allow passing the min/max values and based on the error type for a month. further, if any charge is set up the same needs to be calculated accordingly. this will be similar to all the min/max value setups. in the event of any combined values (min/max), the validation should fire based on the indicator inner: between min and max values outer:  not in between the min and max values  by selecting the “confirm” button, the user gets a message as “are you sure you want to create the limit eligibility type?” with the “confirm” or “cancel” buttons  a. confirm: if the user selects the “confirm” option, the limit eligibility type must be created, and the message to display as “limit eligibility type successfully created!” upon successful transfer. b. cancel: if the user selects the “cancel” option, the message will be discarded if any error has occurred while creating the record the correct error message needs to display to the user.   1.1.1.17.  the same should be available in the update screen as well as user can update this as and when required  1.1.1.18.  the user can enter any combination of the above scenarios     check:   the user should be able to create according to the input parameters  user can modify this where required (in sub product level of limit eligibility type level)  the system must show proper error message /proper validation when the user performs any transaction to an account in the above sub product according to the sub transaction type limits  user can add multiple transaction codes/sub codes based on the requirement and update/remove when required in the eligibility controller  when attaching the eligibility limit system must display the code, name, and status of the eligibility limit type  once the user setup the template a field is required to be attached at the eligibility controller level (annexure 2/3)  once the user attaches the template to the controller (active only) then can assign it to the sub product as the existing eligibility type (existing)  if the user provides unrelated or non existing data for selected search parameters, then details will not display, and the message be displayed as “no data”.  the system must not allow attaching duplicate sub transaction codes to a single eligibility type  system must not allow to attach the same transaction eligibility at sub product level in multiple times  the users are allowed to create multiple limit eligibility templates using the same transaction sub types",64
PF-9154,Branch Vault Trasaction | Balancing Transaction at Day End | Balance transaction at day end Process API BE Procees Dev - 7108 Continue,nan,24
PF-9148,Yard Module | Post Yard Management | Bulk Update For Advertising Data | Developing a New Functionality | Test Case Writing and Execution -  Part 2,nan,16
PF-9147,Teller Management | Rounding Off Entries Approval | Post Rounding off entry to the cash transaction table,"do   when confirming a rounding off batch, post the below rounding off adjustment entry to the transaction table   if the rounding off entry total amount is a positive amount, then it should be added to the till and the till balance should be increased accordingly.  if the rounding off entry total amount is a negative amount, then it should be decreased from the till and the till balance should be decreased accordingly.    check   ensure that till balance will be adjusted according to the rounding off amount ",16
PF-9144,Yard Management Support,nan,16
PF-9141,Record Interest Rate in Loan Information Side | Listing and Estimating All the Development Stories,nan,8
PF-9135,Redisgn UI - Payment Module,nan,24
PF-9134,UI Revamp - Lending Module,nan,14
PF-9133,UI Revamp - Lending Module,nan,16
PF-9132,FusionX Mobile Application Design - FE,nan,16
PF-9113,Lending | Machine Learning integration | Cross Selling / Early Default | Finalizing the implementation URL Variables,nan,8
PF-9110,Account Module | UI Revamp | Account Inquiry | UI Improvement,design link  order management?type=design&node id=0%3a1&mode=design&t=y5snn2ewywy7yupe 1|smart link,8
PF-9107,All Module | Audit view in functional level | Review the View method and prepare a common URS," in high level   urs should enhance with the following inputs  !image 20240312 140659.png|width=655,height=269!  time : general mechanism to derive the time and dates including formats  refer to the user manuals of finacle and temenos",16
PF-9106,Lending Module | Letter of Guarantees Issuance | Finalize the Functions List create EPICS and Allign with The flow Diagram,nan,16
PF-9101,Account Module | UI Revamp | Standing Order Management | Listing and Estimating All the Development Stories,nan,4
PF-9097,Invoice Creation | Debit Note Issuance | Completing UI/UX Design (Changes), memo creation?type=design&node id=48 2195&mode=design&t=errnby0ryc754xyh 0|smart link  refer the comments and change accordingly    urs final version   payment module   user story   debit note   v2.3 ,8
PF-9096,Invoice Creation | Manage Invoice | UI/UX Design (Changes), invoice?type=design&node id=0 1&mode=design&t=kc8xe3lydd4byddq 0|smart link  refer the comments and do the changes. ,8
PF-9094,Manage Invoice | Invoice Maintenance | UI /UX Design (Changes), designs?type=design&node id=2062 1453&mode=design&t=qkb5sq3yczhnkd6y 0|smart link   pls refer the comments in the design and do the needfull. refer the latest story mentioned in the epic,8
PF-9092,Common Module | Quotation Issuance | Create (Loan Calculator) All Screens BE,nan,16
PF-9091,TD Module | Enable Parameters for Product Transfer | Reviewing and Completing the URS 1.0v,nan,8
PF-9090,"Common Module | Quotation Issuance | Create (Loan Calculator) Screens-  Taxes , Other & Repayment Structure Details FE","do:  user should select the trial calculation from the home and then navigate to the loan calculator page  the process of the loan calculator in the lending module , completing appraisal process.    chechk:  user should be able to log into the system successfully using their credentials  user should be able to click on the trial calculation module and navigate to the initial screen  user should be able to use the loan calculator in there which is the exact same process used in the appraisal completing process.",32
PF-9088,Payment Cancellation | Cancelation Payment | Completing UI/UX Design,nan,10
PF-9084,Common Settings Module | CASA GL Category Mapping | Listing and Estimating All the Development Stories,nan,8
PF-9082,Common Settings Module | CASA GL Category Mapping | Reviewing and Completing the URS 1.0v,nan,8
PF-9081,Common Settings Module | CASA GL Category Mapping | Completing the Initial URS with wireframes,nan,16
PF-9078,Yard Module | Bulk Upload to Update the Valuation Detail | Listing and Estimating All the Development Stories,nan,8
PF-9076,Yard Module | Bulk Upload to Update the Valuation Detail | Reviewing and Completing the URS 1.0v,nan,8
PF-9075,All Module |Continue | Audit view in functional level | Account Module | walk through and identify the required screen,     ,8
PF-9071,Yard Module | Get the valuation report date wise and date range wise | Listing and Estimating All the Development Stories,nan,8
PF-9069,Yard Module | Get the valuation report date wise and date range wise | Reviewing and Completing the URS 1.0v,nan,8
PF-9068,Common Module | Quotation Issuance | Create (Loan Calculator) Screens QA Task,"do:  user should select the trial calculation from the home and then navigate to the loan calculator page  the process of the loan calculator in the lending module , completing appraisal process.    chechk:  user should be able to log into the system successfully using their credentials  user should be able to click on the trial calculation module and navigate to the initial screen  user should be able to use the loan calculator in there which is the exact same process used in the appraisal completing process.",36
PF-9067,Architecture diagram creation,nan,12
PF-9066,Process management flow documenting,nan,16
PF-9064,canary deployment implementation in rnd env,nan,8
PF-9063,canary deployment rnd,nan,16
PF-9062,Branch Teller Other Operations | Rounding Off Entries | URS Modification,nan,2
PF-9061,Manage Invoice | Update & Cancel Invoice | Finalize Technical Design - FE,nan,2
PF-9060,Manage Invoice | Update & Cancel Invoice | Finalize Technical Design - BE,nan,4
PF-9059,rnd env jenkins and argocd upgrade testing,nan,16
PF-9058,TD Module | Renewal Notice | Initiating Screen Back End & QA Task,nan,64
PF-9057,argocd rnd instance provision,nan,16
PF-9053,Lending Module | Approval with Conditions | Listing and Estimating All the Development Stories,nan,8
PF-9051,Lending Module | Approval with Conditions | Reviewing and Completing the URS 1.0v,nan,8
PF-9050,Lending Module | Approval with Conditions | Completing the Initial URS with wireframes,nan,16
PF-9047,Lending Module | Add Comments to Appraisal | Listing and Estimating All the Development Stories,nan,8
PF-9045,Lending Module | Add Comments to Appraisal | Reviewing and Completing the URS 1.0v,nan,8
PF-9042,Account Inquiry | Instalment Details | Listing and Estimating All the Development Stories,nan,8
PF-9040,Account Inquiry | Instalment Details | Reviewing and Completing the URS 1.0v,nan,8
PF-9034,QA_Automation_CASA__Standing Order Mnagement_Standing Order Inquiry,nan,8
PF-9033,QA_Automation_CASA__Standing Order Mnagement_Cancel Standing Order,nan,8
PF-9032,QA_Automation_CASA__Standing Order Mnagement_Confirm Standing Order,nan,16
PF-9031,QA_Automation_CASA__Standing Order Mnagement_Standing order Creation_Condition,nan,24
PF-9028,QA_Automation_CASA_Account Opening_Cooparate_Saving,nan,16
PF-9025,QA_Automation_CASA_Customer Management_Confirm_Signature_Cooparate_Saving,nan,8
PF-9024,QA_Automation_CASA_Account  Management_LOLC Staff Current Account Activation,nan,16
PF-9023,QA_Automation_CASA_Customer Management_Confirm_Signature_Current_Staff,nan,8
PF-9021,QA_Automation_CASA_Account Management_Current_Personal Account Activation,nan,8
PF-9020,QA_Automation_CASA_Customer Management_Confirm_Signature_Current_Personal,nan,8
PF-9019,QA_Automation_CASA_Customer Management_Signature_Upload_Current_Personal,nan,8
PF-9018,Jasper report deployment automation - Task 4,nan,16
PF-9017,QA_Automation_CASA_Account Opening_CurrentAccount_LOLCStaff,nan,8
PF-9014,QA_Automation_API_Automation_Automate CASA Account Creation phase II,nan,80
PF-9008,Account Inquiry | Transaction Details | Receipts Inquiry | Listing and Estimating All the Development Stories,nan,8
PF-9006,Account Inquiry | Transaction Details | Receipts Inquiry | Reviewing and Completing the URS 1.0v,nan,8
PF-9003,Account Inquiry| Transaction Details | PD Cheque Details | Listing and Estimating All the Development Stories,nan,8
PF-9001,Account Inquiry | Transaction Details | PD Cheque Details | Reviewing and Completing the URS 1.0v,nan,8
PF-8999,Agent Banking | Agent Management | Completing UI/UX Design - Review Agent,nan,20
PF-8998,Agent Banking | Agent Definitions | Completing UI/UX Design - Part II,need to do the uis for the definition part ii urs,12
PF-8993,ATM Module | Charge Details Currency Mapping | Limit to two decimal points when entering the Charge amount,"if user enters more than two decimal points, need to round up or round off in the ui itself before creating  !image (1) 20240312 081857.png|width=100%!",6
PF-8992,configure jenkins rnd env,nan,8
PF-8984,Create JasperServer JNDI connections for all JDBC connections in LIVE env.,nan,8
PF-8979,POC on DB Access Granting using OASYS,nan,8
PF-8963,DB data dump for Postgresql,nan,16
PF-8956,Supplier Management | For all the supplier types should apply for the approval process (FE & QA),current process  only some supplier types go for the approval process(ex: bi)  modification  approval process should apply for all supplier types (agreed by [accountid:5f923a1ea9d4b3006f109f5b] [accountid:6230902b1f014e0069cc9de7]  )    create work flow   update work flow  do  create supplier   any type    check the record must be available to approve from the approval user tray  the same user should not be able to approve the created record  the approval user must be able to approve the record  the same must be tested for the update function as well  the check the view screen,16
PF-8953,"Loan Management | Account (Contract) Inquiry | Contract Entities (Suppliers, Guarantors, Introducers, etc) |Listing and Estimating All the Development Stories",nan,8
PF-8951,jenkins pipeline set up for postgresDB,nan,16
PF-8950,"Loan Management | Account (Contract) Inquiry | Contract Entities (Suppliers, Guarantors, Introducers, etc) | Reviewing and Completing the URS 1.0v",nan,8
PF-8943,Account Inquiry | Outstanding Temporary Receipts | Listing and Estimating All the Development Stories,nan,8
PF-8941,Account Inquiry | Outstanding Temporary Receipts | Reviewing and Completing the URS 1.0v,nan,8
PF-8937,Create Payment | Batch Payment Creation | Finalize Efforts and move the stories to in-definition,nan,8
PF-8931,QA_Automation_COB_Fix Regression Report issues,nan,80
PF-8925,Lending | System Bug's | AnrKr UAT Environment - Bug Fixing, 3171|smart link  related all bug fixing,32
PF-8924,FusionX | Homepage | Revamp | Homepage Revamp - URS UPDATE after Ui Design,nan,8
PF-8918,Account Module | UI Revamp | Customer Management | Signature upload | technical design,nan,2
PF-8916,Account Module | UI Revamp | Customer Management | Confirm Signature," do     revamp the customer signature confirm entire feature as per the new ui design.   the customer signature confirm function should work fine similar to the existing features of casa module confirm signature.   implement the same already implemented user permissions and use roles   check     ensure that the confirm signature function works properly, similar to the current features of the casa module confirm signature.   check that the new revamped ui is error free and functions correctly.   check the user permissions and roles works fine",56
PF-8912,Lending | Transaction Management | Part 1,transaction management | part 1 testing   processes       account transfer/account transfer    off transaction/waive off transaction balance    management/debit charges    management/excess payment refund    management/non counter deposit,128
PF-8911,Zambia | UAT | ATM uat support,nan,40
PF-8910,Zambia | Live | ATM module Live Setup,nan,80
