issuekey,title,description,storypoint,split_mark
BAM-4943,Retest all new gadget work in Test IE7 IE8 Safari, make sure we test all gadgets in jira & connie   in all supported browsers    no ie6,4,train
BAM-5008,Build process not shutting down EC2 instances,nan,3,train
BAM-5057,Changing from a JDK Label that's been deleted will not remove old Requirement,"# create a plan with a jdk  # go to admin section and remove the jdk  # edit the plan, changing the jdk  # the old jdk should be removed but it's not     ",2,train
BAM-5070,Test the tagger plugin,http:/confluence.atlassian.com/display/bamext/bambootaggerplugin    ,2,train
BAM-5076,Ensure Clover gadget is working,"nothing's changed in the gadget itself, just the config screen... we'll hold the poles to it :)    ",2,train
BAM-5102,Write developer docs for backend plan creation,nan,2,train
BAM-5124,StopBuildManager with abandon result does not abandon result,stopbuildmanager with abandon result does not abandon result in 3.0. in 2.0 it just stopped the result from being persisted but that now happens at the start of the build.,5,train
BAM-5127,Improve the Bamboo startup script,"there are several things wrong with the bamboo.sh startup script:    1) an option to specify which user to run bamboo under  2) the startup script takes no care of cwd. depending on which directory you're in the startup behaves differently.  3) if bamboo stops abruptly or startup fails, it leaves a bamboo.pid file and this file causes future startup attempts to fail.  4) make use of the javahome in bamboo.sh script, bamboo defaults to the java executable in the system path   we ask users to set javahome, but we never use it in the script  5) parameterize each of the startup option in run_cmd variable or read the options from wrapper.conf file.  ",2,train
BAM-5135,SASL support with bundled svnkit,"the version of svnkit we bundle with bamboo doesn't have sasl support:     grep sasl  [amyers@erdinger:svnkit$       if i download it from the website it does (this is a newer version, but apparently older ones have it too):       grep sasl  org/tmatesoft/svn/core/internal/io/svn/sasl/svnsaslauthenticator$svncallbackhandler.class  org/tmatesoft/svn/core/internal/io/svn/sasl/svnsaslauthenticator.class  org/tmatesoft/svn/core/internal/io/svn/sasl/saslinputstream.class  org/tmatesoft/svn/core/internal/io/svn/sasl/sasloutputstream.class  [amyers@erdinger:svnkit 1.3.2.6267$       is there any technical reason we don't bundle the support for sasl authentication? ",2,train
BAM-5140,"Importing without restart runs all upgrade tasks, if run after initial install."," all upgrades are run rather than just the ones that are needed.   this is only a problem if run after the initial install (where the upgrade task collections in upgrademanagerimpl are already prepopulated with all upgrade tasks.)    this is fixed/avoided by:   do not do the import without restart.   stop and start bamboo before the import.    if it gets into a screwed state, delete your bamboo home and start again (don't accidentally delete the import!).",3,train
BAM-5142,Upgrade atlassian template renderer to 1.0.5,needed by an upgrade pack,1,train
BAM-5143,Exception in macro buildResult,"i've gotten this exception several times now:    20091231 10:36:49,916 info [1300187729@qtp38018390010] [accesslogfilter] bteh http:/bteh.sydney.atlassian.com:8085/bamboo/api/rest/getlatestuserbuilds.action?auth=omdvt9cj0m 115615kb  20091231 10:36:49,963 info [1300187729@qtp38018390010] [accesslogfilter] bteh http:/bteh.sydney.atlassian.com:8085/bamboo/api/rest/getlatestbuildresults.action?auth=omdvt9cj0m&buildkey=testdef 112273kb  20091231 10:36:49,982 info [1300187729@qtp38018390010] [accesslogfilter] bteh http:/bteh.sydney.atlassian.com:8085/bamboo/api/rest/getlatestbuildresults.action?auth=omdvt9cj0m&buildkey=testdef2 111418kb  20091231 10:36:50,013 info [1300187729@qtp38018390010] [accesslogfilter] bteh http:/bteh.sydney.atlassian.com:8085/bamboo/api/rest/getlatestbuildresults.action?auth=omdvt9cj0m&buildkey=testdef3 110540kb  20091231 10:36:50,117 info [1300187729@qtp38018390010] [accesslogfilter] bteh http:/bteh.sydney.atlassian.com:8085/bamboo/api/rest/getrecentlycompletedbuildresultsforbuild.action?auth=omdvt9cj0m&buildkey=testdef3 109878kb  20091231 10:26:52,088 error [543021934@qtp3801839000] [runtime]     error executing macro: buildresult  required parameter: buildsummary is not specified.  the problematic instruction:    ==> macro buildresult [on line 1, column 1 in api/rest/macros.ftl]   in userdirective api.buildresult [on line 4, column 9 in api/rest/recentlycompletedbuildresultsforbuild.ftl]      java backtrace for programmers:     freemarker.template.templateexception: error executing macro: buildresult  required parameter: buildsummary is not specified.    freemarker.core.macro$context.sanitycheck(macro.java:207)    freemarker.core.macro$context.runmacro(macro.java:165)    freemarker.core.environment.visit(environment.java:602)    freemarker.core.unifiedcall.accept(unifiedcall.java:106)    freemarker.core.environment.visit(environment.java:209)    freemarker.core.mixedcontent.accept(mixedcontent.java:92)    freemarker.core.environment.visit(environment.java:209)    freemarker.core.iteratorblock$context.runloop(iteratorblock.java:167)    freemarker.core.environment.visit(environment.java:416)    freemarker.core.iteratorblock.accept(iteratorblock.java:102)    freemarker.core.environment.visit(environment.java:209)    freemarker.core.mixedcontent.accept(mixedcontent.java:92)    freemarker.core.environment.visit(environment.java:209)    freemarker.core.environment.process(environment.java:189)    freemarker.template.template.process(template.java:237)    com.opensymphony.webwork.views.freemarker.freemarkerresult.doexecute(freemarkerresult.java:214)    com.opensymphony.webwork.dispatcher.webworkresultsupport.execute(webworkresultsupport.java:143)    com.opensymphony.xwork.defaultactioninvocation.executeresult(defaultactioninvocation.java:313)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:208)    com.opensymphony.xwork.interceptor.defaultworkflowinterceptor.dointercept(defaultworkflowinterceptor.java:175)    com.atlassian.bamboo.ww2.interceptors.bambooworkflowinterceptor.dointercept(bambooworkflowinterceptor.java:33)    com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.validator.validationinterceptor.dointercept(validationinterceptor.java:116)    com.atlassian.bamboo.ww2.interceptors.bamboovalidationinterceptor.dointercept(bamboovalidationinterceptor.java:33)    com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.webwork.interceptor.fileuploadinterceptor.intercept(fileuploadinterceptor.java:174)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.i18ninterceptor.intercept(i18ninterceptor.java:151)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptor.intercept(webworksecurityinterceptor.java:55)    com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptorproxy.intercept(webworksecurityinterceptorproxy.java:30)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.paginationawareinterceptor.intercept(paginationawareinterceptor.java:68)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.statisticsawareinterceptor.intercept(statisticsawareinterceptor.java:41)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.resultslistawareinterceptor.intercept(resultslistawareinterceptor.java:48)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.testcaseawareinterceptor.intercept(testcaseawareinterceptor.java:44)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildresultssummaryawareinteceptor.intercept(buildresultssummaryawareinteceptor.java:66)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildawareinterceptor.intercept(buildawareinterceptor.java:47)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.remoteapiexceptioninterceptor.intercept(remoteapiexceptioninterceptor.java:21)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.remoteapilogininterceptor.intercept(remoteapilogininterceptor.java:57)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.defaultactionproxy.execute(defaultactionproxy.java:116)    com.opensymphony.webwork.dispatcher.dispatcherutils.serviceaction(dispatcherutils.java:274)    com.opensymphony.webwork.dispatcher.filterdispatcher.dofilter(filterdispatcher.java:202)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.opensymphony.module.sitemesh.filter.pagefilter.parsepage(pagefilter.java:118)    com.opensymphony.module.sitemesh.filter.pagefilter.dofilter(pagefilter.java:52)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.opensymphony.webwork.dispatcher.actioncontextcleanup.dofilter(actioncontextcleanup.java:88)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.accesslogfilter.dofilter(accesslogfilter.java:61)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:265)    org.acegisecurity.providers.anonymous.anonymousprocessingfilter.dofilter(anonymousprocessingfilter.java:125)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)    com.atlassian.bamboo.filter.seraphloginfilter.dofilter(seraphloginfilter.java:61)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)    org.acegisecurity.util.filterchainproxy.dofilter(filterchainproxy.java:149)    org.acegisecurity.util.filtertobeanproxy.dofilter(filtertobeanproxy.java:98)    com.atlassian.bamboo.filter.bambooacegiproxyfilter.dofilter(bambooacegiproxyfilter.java:25)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.licensefilter.dofilter(licensefilter.java:73)    com.atlassian.core.filters.abstracthttpfilter.dofilter(abstracthttpfilter.java:31)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.johnson.filters.abstractjohnsonfilter.dofilter(abstractjohnsonfilter.java:72)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.seraph.filter.securityfilter.dofilter(securityfilter.java:206)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.seraph.filter.baseloginfilter.dofilter(baseloginfilter.java:133)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.delegatingpluginfilter$1.dofilter(delegatingpluginfilter.java:66)    com.atlassian.oauth.serviceprovider.internal.servlet.oauthfilter.dofilter(oauthfilter.java:69)    com.atlassian.plugin.servlet.filter.delegatingpluginfilter.dofilter(delegatingpluginfilter.java:74)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:42)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.springframework.orm.hibernate.support.opensessioninviewfilter.dofilterinternal(opensessioninviewfilter.java:170)    com.atlassian.spring.filter.flushingspringsessioninviewfilter.dofilterinternal(flushingspringsessioninviewfilter.java:29)    org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.planetj.servlet.filter.compression.compressingfilter.handledofilter(compressingfilter.java:203)    com.planetj.servlet.filter.compression.compressingfilter.dofilter(compressingfilter.java:174)    com.atlassian.bamboo.filter.compressingfilter.dofilter(compressingfilter.java:65)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.requestcachethreadlocalfilter.dofilter(requestcachethreadlocalfilter.java:26)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.springframework.web.filter.characterencodingfilter.dofilterinternal(characterencodingfilter.java:96)    org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.mortbay.jetty.servlet.servlethandler.handle(servlethandler.java:378)    org.mortbay.jetty.security.securityhandler.handle(securityhandler.java:216)    org.mortbay.jetty.servlet.sessionhandler.handle(sessionhandler.java:181)    org.mortbay.jetty.handler.contexthandler.handle(contexthandler.java:765)    org.mortbay.jetty.webapp.webappcontext.handle(webappcontext.java:417)    org.mortbay.jetty.handler.handlerwrapper.handle(handlerwrapper.java:152)    org.mortbay.jetty.server.handle(server.java:324)    org.mortbay.jetty.httpconnection.handlerequest(httpconnection.java:535)    org.mortbay.jetty.httpconnection$requesthandler.headercomplete(httpconnection.java:865)    org.mortbay.jetty.httpparser.parsenext(httpparser.java:539)    org.mortbay.jetty.httpparser.parseavailable(httpparser.java:212)    org.mortbay.jetty.httpconnection.handle(httpconnection.java:404)    org.mortbay.jetty.bio.socketconnector$connection.run(socketconnector.java:228)    org.mortbay.thread.queuedthreadpool$poolthread.run(queuedthreadpool.java:520)",2,train
BAM-5153,Running a chain from the actions menu runs the chain twice,nan,3,train
BAM-5172,CVS deletes working copy when using tag/branch and ampersand modules after initial build,when using cvs ampersand modules on a tag/branch bamboo checks out the initial working copy just fine.    for subsequent builds bamboo deletes all files in the working copy when updating.    https:/support.atlassian.com/browse/bsp 2452  ,5,train
BAM-5182,Agent upload of artifacts fails to set Content-Length in HTTP/1.1 (on lighthttpd or nginx)," bamboo agent upload of artifacts fails to set contentlength:, causes problems when using a proxy that implements strict http/1.1    our preferred reverse proxy solution is lighttpd. however, use of lighttpd resulted in failure of bamboo agents to upload artifacts to the bamboo server.    upon investigation, we discovered the following error in the lighttpd error logs:    20100108 13:50:26: (request.c.1115) postrequest, but contentlength missing > 411     http/1.1  http:/  section 4.4:        ...      for compatibility with http/1.0 applications, http/1.1 requests      containing a messagebody must include a valid contentlength header      field unless the server is known to be http/1.1 compliant. if a      request contains a messagebody and a contentlength is not given,      the server should respond with 400 (bad request) if it cannot      determine the length of the message, or with 411 (length required) if      it wishes to insist on receiving a valid contentlength.    and below in section 10.4.12:        10.4.12 411 length required        the server refuses to accept the request without a defined content      length. the client may repeat the request if it adds a valid      contentlength header field containing the length of the messagebody      in the request message.    and further below in section :        14.13 contentlength        the contentlength entityheader field indicates the size of the      entitybody, in decimal number of octets, sent to the recipient or,      in the case of the head method, the size of the entitybody that      would have been sent had the request been a get.        contentlength = ""contentlength"" "":"" 1 digit        an example is        contentlength: 3495        applications should use this field to indicate the transferlength of      the messagebody, unless this is prohibited by the rules in section      4.4.        any contentlength greater than or equal to zero is a valid value.      section 4.4 describes how to determine the length of a messagebody      if a contentlength is not given.        note that the meaning of this field is significantly different from      the corresponding definition in mime, where it is an optional field      used within the ""message/externalbody"" contenttype. in http, it      should be sent whenever the message's length can be determined prior      to being transferred, unless this is prohibited by the rules in      section 4.4.    according to my research, both microsoft iis and lighttpd are strict on this. i have confirmed that lighttpd does not have a configuration option to disable this level of strictness. apache, however, is lax about enforcing this rule. as a result, apache works and lighttpd fails.    please correct the bamboo agent upload of artifacts to specify a contentlength according to the specification defined above so we can switch back to lighttpd.",2,train
