issuekey,title,description,storypoint,split_mark
APSTUD-4267,HTML Colorization Disappears,"if you open an html file twice, once from the filesystem node and once from the project explorer, then close one of those files, the colorization of the remaining file will disappear.      steps to replicate :    1) open aptana studio  2) open an html file from the local filesystem node in project explorer  3) open the same file from step 2 in a project  4) close one of the file instances      actual results :    colorization will disappear from the remaining file instance.      expected results :    colorization should remain.  ",5,train
APSTUD-4269,Run As > Ruby application on a Rakefile doesn't work,"if you right click on a rakefile and choose run as > ruby application (or debug), that fails.",8,train
APSTUD-4270,NPE in DeploySettingsHandler,the log from ticket apstud4265 shows a separate npe issue from the handler to show ftp deployment settings.      !entry org.eclipse.ui 4 0 201201 24 14:33:54.330  !message unhandled event loop exception  !stack 0  java.lang.nullpointerexception    com.aptana.deploy.ftp.internal.handlers.deploysettingshandler.execute(deploysettingshandler.java:79)    org.eclipse.ui.internal.handlers.handlerproxy.execute(handlerproxy.java:293)    org.eclipse.core.commands.command.executewithchecks(command.java:476)    org.eclipse.core.commands.parameterizedcommand.executewithchecks(parameterizedcommand.java:508)    org.eclipse.ui.internal.handlers.handlerservice.executecommand(handlerservice.java:169)    org.eclipse.ui.internal.handlers.slavehandlerservice.executecommand(slavehandlerservice.java:241)    org.eclipse.ui.internal.handlers.slavehandlerservice.executecommand(slavehandlerservice.java:241)    org.eclipse.ui.menus.commandcontributionitem.handlewidgetselection(commandcontributionitem.java:820)    org.eclipse.ui.menus.commandcontributionitem.access$19(commandcontributionitem.java:806)    org.eclipse.ui.menus.commandcontributionitem$5.handleevent(commandcontributionitem.java:796)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1053)    org.eclipse.swt.widgets.display.rundeferredevents(display.java:4066)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3657)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2640)    org.eclipse.ui.internal.workbench.runui(workbench.java:2604)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2438)    org.eclipse.ui.internal.workbench$7.run(workbench.java:671)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:664)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    com.aptana.rcp.ideapplication.start(ideapplication.java:125)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:369)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(unknown source)    sun.reflect.delegatingmethodaccessorimpl.invoke(unknown source)    java.lang.reflect.method.invoke(unknown source)    org.eclipse.equinox.launcher.main.invokeframework(main.java:620)    org.eclipse.equinox.launcher.main.basicrun(main.java:575)    org.eclipse.equinox.launcher.main.run(main.java:1408)    ,3,train
APSTUD-4272,Double entries in the JS content assist dialog,(this was detected on the buildparticipant branch)  have this code in a js editor (notice the extra newlines):      var myvar = 9;  function myfunction (argument)     my| <<<< code assist here          you will notice the the ca displays double entries for `myvar` and `myfunction`.,21,train
APSTUD-4278,"Determine what was the root cause last time the ""editor scrolling"" issue occurred","we've seen this issue years ago, but need to retrace back through old code and commits to figure out what happened. ideally, this should lead to how to make a reproducible test case.",13,train
APSTUD-4281,As a developer I want to be able to turn on and off specific validators for build vs reconcile,"we need some way to turn off validators individually, and in particular between build vs reconcile. this stems from the poor performance of the js validators during large builds. they should default to be on for reconcile (only the ones currently on by default) and off for build (likely the same for the css/html validators). we'll need a preference page similar to the validator pref page we had before (maybe just reuse/fix it to work).    one suggestion is to reuse the existing pref page and instead have a table at the top with two checkbox columns, one for build and one for reconcile. a lessoptimal solution is to have two separate lists, one for each type of interaction.    perhaps we should say ""on typing"" as opposed to ""reconcile""? perhaps that is more user friendly?    tasks:   change the pref page   add some methods/fields to the participants to mark them as validators   use a more sane preference key scheme to store the enable/disable   create a migration function to migrate the old pref keys to the new scheme    some build participants need to be unchangeable or hidden from the end user (like indexing)  ",40,train
APSTUD-4282,Improve Unit test coverage on the 'participant' branch,"improve these unitests at the 'participant' branch:   parserpoolfactory  no coverage   parsestate  78% (addproperty  0%, tostring  0%)   parserpool  79.3% (create  50%)   abstractbuildparticipant  94.3%   reconcilecontext  43.9% (openinputstream  0%)   unifiedbuilder  0%   buildparticipantmanager  61.3% (getallbuildparticipants  0%)   indexbuildparticipant  44.8% (clean  0%, deletefile  0%, geturi  26.9%)   cssfileindexingparticipant  97.1%   csstaskdetector  78.4% (deletefile  0%)   cssvalidator  89.3%   htmltidyvalidator  83%   htmltaskdetector  92.7%   jsparservalidator  87.5%   jsfileindexingparticipant  48.5% (processparseresults  47.3%)   jscafileindexingparticipant  75.9% (index  72.9%)   jstaskdetector  79.8% (deletefile  0%)   indexmanager  83.8%   abstractfileindexingparticipant  12.3% (almost all methods  0%)   filestorebuildcontext  75.6% (getfile  0%, getproject  0%)   buildcontext  85.3%   indexcontainerjob  0% (all)   indexprojectjob  0% (all)   indexfilesofprojectjob  58.2% (run  45%)    indexrequestjob  44.1% (getfilecontributors  0%, belongsto   0%)",40,train
APSTUD-4285,Research heap exception and excessive I/O during indexing JS,"some profiling has been done already which has identified that:    # a large number of strings/char[] are being held onto during indexing. i think it's safe to assume that's related to js inferencing, but that will need to be confirmed. once that is verified, we need to look into why that is happening.  # there are a huge number of disk writes occurring during js inferencing. i confirmed this by re indexing the referenced project with js indexing on and off. we know the issue is coming from js inferencing due to the fact that index is not designed to support reads when doing lots of writes. we will need to determine how we can avoid or how we can minimize reading from the index during inferencing.",20,train
APSTUD-4289,JS indexing stores duplicate user agents on properties and functions,"while gathering stats on how js indexing info is stored, i noticed that some properties and functions were quite large in the index (>4k). looking at a few of these, i see that there is a large amount of user agent added to some of the entries and many of these are duplicates. so, we will need to switch over to using a set to contain user agent elements and user agent elements themselves will need equals and hashcode implementations",8,train
APSTUD-4292,Consider caching UserAgentElements used in JS indexing,"during profiling of indexing for a large js project, i noticed that we had a large number of allocations of useragentelements. there is a finite list of these, so we should be able to cache these instances, thus avoiding a large number of allocations and garbage collection steps.",8,train
APSTUD-4298,Consider using a special token to indicate that a given JS type or member should have all user agents associated with it,"given the number of user agents we attach with inferred types and members, we should use a custom tag to indicate that the item should have all user agents associated with it. looking at a large method entry in the index, we could cut down one entry from 3359 to 2595, for example. this may not sound significant, but in the closure library this could potentially shave off as much as 42mb from a 71mb index given the high number of property and function counts there. this, of course, would need to be verified and should be considered an upper maximum in file size reduction",8,train
APSTUD-4300,Consider improving the performance of StringUtil.join,"during profiling i noticed a large number of calls to stringutil.join. at times, this method appeared as a hot spot as well. i believe the current implementation can be improved by pre allocating a char[] of the destination size followed by copying of the strings and delimiters into this array. this is similar to what stringbuilder is doing; however, we avoid a number of method calls and we have the advantage of knowing the resulting size a priori. note that stringbuilder does allow the initial capacity to be defined. fwiw, i had made similar changes in parsenode for the child arrays (replaced arraylist with our own inline implementation) and this affected performance dramatically.",8,train
APSTUD-4301,Reduce number of refreshes in Git Index and reduce work done during refresh,"previously i thought we could entirely remove refreshes when files change inside a git connected project. turns out that we couldn't but there are other things we can do:   when we get resource change events, only update the changed files, don't do a full batch refresh.   don't call batch refreshes from some actions like deleting files/folder or moving files through our ui. the connected filewatcher on the repo should pick up a file event or two to the ""index"" file which will trigger a batch refresh.    when we do refresh we call one process and then we spawn off 3 parallel jobs to each run another process to update our listings. we may be able to reduce the number of processes down to as low as one in most cases (or two in worst case).",8,train
APSTUD-4302,"Disable our filewatcher hooking to projects if Eclipse ""Refresh using native hooks or polling"" is enabled","in my eclipse 3.7.1 install, i'm seeing a relatively new pref under general > workspace called ""refresh using native hooks or polling"". sounds like they have implemented the same thing we did with filewatcher. if so, we should start deprecating our hooking the filewatcher to projects and use their pref and implmentation.",8,train
APSTUD-4935,Studio Reports Error Loading Bundle Upon Startup,"please see capture at http:/ studio reports an error loading bundle upon opening.      steps to replicate :    1) open titanium studio      actual results :    studio opens an error window and write this to log :    !session 20120131 11:24:29.603   eclipse.buildid=unknown  java.version=1.6.024  java.vendor=sun microsystems inc.  bootloader constants: os=win32, arch=x86, ws=win32, nl=enus  commandline arguments:  os win32 ws win32 arch x86    !entry org.eclipse.core.jobs 4 2 201201 31 11:25:21.438  !message an internal error occurred during: ""loading bundle: c:\documents and settings\qatesting\aptana rubles\xml.ruble"".  !stack 0  org.eclipse.core.runtime.assertionfailedexception: assertion failed: bundle not serialized correctly to file c:\documents and settings\qatesting\aptana rubles\xml.ruble\cache.yml    org.eclipse.core.runtime.assert.istrue(assert.java:110)    com.aptana.scripting.model.bundlecacher.cache(bundlecacher.java:196)    com.aptana.scripting.model.bundlecacher.cache(bundlecacher.java:135)    com.aptana.scripting.model.bundlemanager$bundleloadjob.run(bundlemanager.java:159)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)      expected results :    there should be no error in this scenario. it should instead be logged to a file.  ",5,train
APSTUD-7470,JSON reformat document command changes empty file,"invoking the json reformat document command will alter an empty document.      steps to replicate :    1) open titanium studio  2) open a saved, empty json document  3) select commands > json > reformat document      actual results :    the file tab indicates the command has altered the file.      expected results :    this operation on an empty document should not cause an alteration.  ",5,train
APSTUD-4306,Double Quotes not parsing correctly when an opening curly brace '{' is placed in the quote,"inside of the embedded php tags / when using a double quote and then a curly brace and then a closing double quote the parser does not register the closing double quote.    eg:    ""{""  this causes a problem.    ""a{""  this causes a problem.    ""{a""  this parses ok.    /"". {""/  reg exp explaining the cause of the problem",13,train
APSTUD-4307,Coffeescript Compile and Display JS error,"i installed aptana studio 3.0.8 on a clean mac with coffeescript installed, copied a simple helloworld.coffee file into my new workspace folder, opened it in aptana studio and chose commands > coffeescript > run > compile and display js and got this error:    [201202 01 09:11:51] an error occurred while processing the invoke block for the command compile and display js in /applications/aptana studio 3/configuration/org.eclipse.osgi/bundles/87/1/.cp/bundles/coffeescript.ruble/commands/compileanddisplayjs.rb: (nomethoderror) undefined method `refreshlocal' for nil:nilclass  org.jruby.exceptions.raiseexception: (nomethoderror) undefined method `refreshlocal' for nil:nilclass    #/.definecommand(/applications/aptana studio 3/configuration/org.eclipse.osgi/bundles/87/1/.cp/bundles/coffeescript.ruble/commands/compileanddisplay_js.rb:23)    org.jruby.rubyproc.call(org/jruby/rubyproc.java:274)    org.jruby.rubyproc.call(org/jruby/rubyproc.java:233)    it appears the js file is successfully updated, but i'm not sure what i need to do to avoid this error.  do i need to install ruby?  thanks.",3,train
APSTUD-4309,add logTrace() option to IdeLog,"a number of items are written out to the log under the info level. however, if you have the slider set to all, that can provide an astronomical amount of data, particularly from the scripting plugin, assuming you have not selected particular components to debug.     add logtrace() to idelog   add istraceenabled()   move isinfoenabled() calls to use istraceenabled() and logtrace(), where appropriate   only show ""trace"" items if level is set to [all] and you have chosen to debug the specific component in question. this is in contrast to the current behavior for info where it will show all components if no specific one is selected.",8,train
APSTUD-4311,Create JavaDocs as part of the build process,"during the aptana studio and titanium studio build process, we need to create a set of javadocs to make it easier for end users to navigate and understand.    this ideally is placed into a ""javadocs"" folder in this area http:/hudsonmaster.hdqt.appcelerator.com/hudson/job/studio3featuremaster/lastsuccessfulbuild/artifact/buildartifacts/, so that they can be uploaded as part of the nightly sync. there should be some set of ant tasks we can use to generate the docs.    we also need to replace the default stylesheet with the jboss one: https:/community.jboss.org/wiki/jbossorgstylesheetsforjavadocandjxrxrefreports?_sscc=t",13,train
APSTUD-4313,"Aptana Studio Crashes on ""Open With""","when opening a file using the ""open with"" context menu the program will crash with an unexpected error. tested on 2 machines. this only occurs when the program is not already running.    steps to re produce.    1. close all aptana windows  2. right click and php file in osx  3. select ""open with""... aptana  4. program will show loading dialogue and close unexpectedly    hope this helps.",20,train
APSTUD-4318,Drag and drop of text no longer works,"i noticed several days ago that the ""drag and drop of text"" feature was no longer working in the nightly build.  i was in the middle of a deadline project, so i wasn't able to do further troubleshooting.  however, today i downloaded 3.0.8 release and created a new workspace, made sure the ""enable drag and drop of text"" option was checked, and verified it was working.  i then updated to build: 3.0.9.201202021720 (beta) and verified it was still working.  i next updated to the nightly build: 3.1.0.201202021828, and the problem is now present.",13,train
APSTUD-4322,JS content assist does not show dotted properties in new-statements,"in the following snippet:      var com =     }  };    var invoke = com.aptana.myfunction();  var instantiate = new com.' character, i see a list of globals. note that i tested with content after that line and the problem persisted, so this is not an eof issue.",3,train
APSTUD-4325,Investigate why the JS index file size varies drastically depending on language-level indexing order,see parent ticket for how to replicate this issue. this ticket is just to figure out the root cause and file related tickets,13,train
APSTUD-4326,Fix antialiasing on X used in validation page,it appears that the icon used in the attached image needs to have some transparency adjustments made.    preferences > aptana studio > validation,3,train
APSTUD-4327,Blank line in validation preferences,"see the attached image. i have a blank line as one of my selectable options. it may be what used to be ""parse errors"". this appears for multiple languages, not just javascript.",5,train
APSTUD-4328,Problems view does not update until project is rebuilt,"# paste the following into a new html file, inside a project:    /  /  /  function alertmsg  /  /  /  /  /  /  /  /    # note there is an error in the gutter around alertmsg{}, but not in the problems view  # save the file. note, no change in the problems view  # right click on the project, and choose ""build""  # note the problems view now contains a corresponding error",13,train
APSTUD-4329,"The ""Choose Connection"" dialog won't ""Remember my decision""","the goal:   a single directory in my project (""src""), containing files for the root of the site i am developing.   a local project copy which automatically syncs with the development server via an sftp connection (""dev"").   an additional ftp connection (""prod"") to the production server, to which i can deploy (or ""synchronize"") ""src"" at will.    the setup:   created two connections, linking ""src"" to ""dev"" (""local / dev"") and ""src"" to ""prod"" (""local / prod"").   configured ""deployment settings"" (from rightclick on ""src"") with settings for ""dev"".   configured ""properties>file transfer>connection"" (from rightclick on ""src"") to refer to ""dev"", with ""use the connection as default"" checked.    the problem:    1. change a file and save it.    1r. the ""choose connection"" dialog appears, with ""local / prod: prod"" automatically selected and ""remember my decision"" unchecked.    2. select ""local / dev: dev"".    3. check ""remember my decision"".    4. click ""ok""    4r. the synchronization takes place    6. repeat step 1, on the same file.    6r. steps 1r, 2, 3, and 4 should now be skipped but they are not.    additional details:     primary project nature: web     additional project nature: php     project contains a single directory called ""src"", containing files for the root of the website i am developing.     connection manager lists two connections (in addition to the ""default""):   ""local / dev"": associates the local ""src"" directory with an sftp connection to a subdirectory on the development server   ""local / prod"": associates the local ""src"" directory with an ftp connection to the root directory on the production   server, which is on a completely different domain than the development server.     the ""dev"" server is hosted with hostmonster on a shared server.    i do not know how or with whom the ""prod"" server is hosted. sftp does not seem to be available on this server, hence my use of ftp instead.",5,train
APSTUD-4330,"""Choose Connection"" dialog refers users to a non-existent property page ""Properties:Synchronization""","1. rightclick a directory in the project and expand the ""deploy"" menu item.    2. select ""deploy > run web deployment wizard..."".    3. configure an ftp connection, selecting ""automatically sync my changes with the remote site"".    4. click ok and allow the sync to take place.    5. change a file in the project and save it.    the ""choose connection"" dialog displays.  the caption underneath ""remember my decision"" reads as follows:    ""access this setting in the properties:synchronization property page.""    as far as i can tell, this property now resides in the ""properties:file transfer"" property page.",1,train
APSTUD-4335,Broken Linux links on preview.appcelerator.com,on the website http:/preview.appcelerator.com/ the x64 linux links are broken for aptana studio.,5,train
APSTUD-4342,Outline appears broken,"hi,  sience a few days the outline view is broken. this happens in .php, .js files as far as i know.  i added you a screenshot.    thanks and greetings  leo",13,train
APSTUD-4344,Migrate empty and self-closing tag information from HTMLParseState into HTML metadata,"we have a couple classes that handle sniffing document type and then returning info on html tags being empty/selfclosing/end tags being forbidden. they're in htmlparsestate and htmldocumenttypes. we use this in our ca and parsing and would like to use it in validation as well. ideally this sort of information seems like it should be in the xml metadata for html, rather than in a supporting utility class or two.     modify html metadata schema (toplevel by document type)   new model elements   query the system   replace calls from htmlparsestate",20,train
APSTUD-4350,Copying and pasting file shows warning about turning off auto-build,"i have aptana studio 3.0.8 installed as a plugin into eclipse 3.7.1. in package explorer, i selected a js file, copied, then pasted. normally, a dialog will appear asking how to name the new file. however, i got a dialog indicating that my ca experience may suffer by turning off auto build. after dismissing the dialog, i got the regular file naming dialog. it looks like eclipse may turn off building during the creation of new files via the mechanism.",8,train
APSTUD-4354,PHP Namespaces - Allow non-local functions to be called statically,"i've noticed that many of the newer php 5.3 based frameworks contain an autoloader of some sort that allows for developers to use classes in files that have no reference to said class. when trying to call a class where there is no namespace though, i am told there is no proposal. it would greatly help me as a developer to have the functions of a class proposed for me when i don't have a namespace defined.    i've attached a couple of images to help explain what i'm asking for. in the first image, where there are no proposals, because of how the way the framework is written, it would be great if the function list was there even though a namespace wasn't called.    here are just two frameworks that allow for this:  https:/github.com/laravel/laravel/blob/master/application/controllers/home.php  https:/github.com/fuel/fuel/blob/1.1/master/fuel/app/classes/controller/welcome.php",13,train
APSTUD-4356,PHP: Unable to format string with interleaved comments,attached php file has the code that fails plus the error code    code:      /  ,13,train
APSTUD-4357,"Support usage of CommonJS Modules ""require"" method in JavaScript code completion","given the following:      exports.sayhello = function(name) ;  exports.version = 1.4;        var mymodule = require('mymodule');  mymodule.sayhello('kevin'); /ca prompts ""sayhello"" and contextinfo for ""name"" parameter      we present content assist against the functions and properties defined in the module file      this would require changing the index to show what individual files require and filtering that in content assist.",13,train
APSTUD-4359,JS in HTML attribute shows incorrect content assist,"with the following snippet:      <body onload=""math.' character and force content assist to appear. you will be presented with ""no proposals"" but this should show all proposals for the math object.",5,train
APSTUD-4360,Fix Aptana Studio download count on aptana.com,"as has been pointed out to me, the download count on aptana.com has not updated in some time. supposedly, every time a download happens, a text file is written to, and then the front page reads this value. this process previously worked, so something has gone wrong and needs fixing.",8,train
APSTUD-4361,Improve text hover for JavaScript,"from https:/wiki.appcelerator.org/display/tools/instudio+documentation      &#64;name: &#64;type  path/to/declaration/locationa, path/to/declaration/locationb, ...   /description     supported platforms  browser/&#64;platform: browser/&#64;version, ...    remarks  remarks    example  example\[1\]    specification  specification/&#64;name: specification/&#64;version        &#64;name(parameter/&#64;name: parameter/&#64;type, ...): &#64;type   path/to/declaration/locationa, path/to/declaration/locationb, ...   /description     supported platforms: browser/&#64;platform: browser/&#64;version    remarks  remarks    example  example\[1\]    specification  specification/&#64;name: specification/&#64;version  ",8,train
APSTUD-4362,Improve text hover for CSS property names,"from https:/wiki.appcelerator.org/display/tools/instudio+documentation      @name (@displayname)   path/to/declaration/locationa, path/to/declaration/locationb, ...   /description    supported platforms  browser/@platform: browser/@version, ...    remarks  remarks    example  example[1]    specification  specification/@name: specification/@version  ",8,train
APSTUD-4363,Improve text hover for HTML elements,"from https:/wiki.appcelerator.org/display/tools/instudio+documentation      @name (@displayname)   path/to/declaration/locationa, path/to/declaration/locationb, ...   /description    remarks  remarks    example  example[1]    specification  specification/@name: specification/@version  ",8,train
APSTUD-4367,Add option to format object properties on separate lines,"when trying to format this bit of javascript code, the formatter used to crash:     function table(options)       now, it just collapses all of the properties onto a single line.      add ui and functionality into the formatter, allowing the properties to be formatted each to one line.",20,train
APSTUD-4368,"Have IdeLog log using the product version, not the version of the plugin","in general, when logging a file, we most care about the product version (i.e. 3.0.8) as opposed to the version of the plugin (i.e. build 3.0.0.1326742432) which may not change as frequently as the product version. update idelog to use the rcp/plugin product version instead.",2,train
APSTUD-4373,Install and configure Derby on a Hudson agent,nan,13,train
APSTUD-4374,Enable performance testing build job on Hudson,we need to re enable the job and ensure it actually still works.,8,train
APSTUD-4377,HTML does not appear in the Commands menu,the commands menu does not contain html.      steps to replicate :    1) open titanium studio  2) open the commands menu      actual results :    the commands menu does not include html.      expected results :    the commands menu should include html.  ,3,train
APSTUD-4378,Add name of errant file to error message for MetadataReader.loadXML(),"when writing out the following to the log file, we should at least write out the name of the documentation file, and if possible something about where in the file the error occurs (line #, character count, anything)      (build 3.0.3.qualifier) [error]  an error occurred while parsing the documentation xml file. the value of attribute ""name"" associated with an element type ""null"" must not contain the '<' character.  java.lang.exception: an error occurred while parsing the documentation xml file. the value of attribute ""name"" associated with an element type ""null"" must not contain the '<' character.    com.aptana.editor.common.contentassist.metadatareader.loadxml(metadatareader.java:216)    com.aptana.editor.js.contentassist.index.sdocmlfileindexingparticipant.index(sdocmlfileindexingparticipant.java:52)    com.aptana.core.internal.build.indexbuildparticipant.buildfile(indexbuildparticipant.java:83)    com.aptana.core.build.unifiedbuilder.buildfile(unifiedbuilder.java:322)    com.aptana.core.build.unifiedbuilder.buildfiles(unifiedbuilder.java:306)    com.aptana.core.build.unifiedbuilder.fullbuild(unifiedbuilder.java:265)    com.aptana.core.build.unifiedbuilder.build(unifiedbuilder.java:122)    org.eclipse.core.internal.events.buildmanager$2.run(buildmanager.java:728)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:199)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:239)    org.eclipse.core.internal.events.buildmanager$1.run(buildmanager.java:292)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:295)    org.eclipse.core.internal.events.buildmanager.basicbuildloop(buildmanager.java:351)    org.eclipse.core.internal.events.buildmanager.build(buildmanager.java:374)    org.eclipse.core.internal.resources.workspace.buildinternal(workspace.java:513)    org.eclipse.core.internal.resources.workspace.build(workspace.java:422)    com.aptana.editor.js.jsmetadataloader$1.run(jsmetadataloader.java:139)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  ",5,train
APSTUD-4379,NPE in JSPropertyCollector.visit(),"seen in my log file, referencing the attached file:      !entry com.aptana.editor.erb 4 0 20120213 21:25:39.507  !message (build 3.0.3.1329178832) [error]  an error occurred while indexing downloadinfo.html.erb  !stack 0  java.lang.nullpointerexception    com.aptana.editor.js.inferencing.jspropertycollector.visit(jspropertycollector.java:245)    com.aptana.editor.js.inferencing.jssymbolcollector.addpropertyvalue(jssymbolcollector.java:134)    com.aptana.editor.js.inferencing.jssymbolcollector.visit(jssymbolcollector.java:262)    com.aptana.editor.js.parsing.ast.jsdeclarationnode.accept(jsdeclarationnode.java:37)    com.aptana.editor.js.parsing.ast.jstreewalker.visitchildren(jstreewalker.java:291)    com.aptana.editor.js.parsing.ast.jstreewalker.visit(jstreewalker.java:267)    com.aptana.editor.js.parsing.ast.jsvarnode.accept(jsvarnode.java:53)    com.aptana.editor.js.inferencing.jssymbolcollector.accept(jssymbolcollector.java:100)    com.aptana.editor.js.inferencing.jssymbolcollector.visit(jssymbolcollector.java:395)    com.aptana.editor.js.parsing.ast.jsparserootnode.accept(jsparserootnode.java:56)    com.aptana.editor.js.parsing.ast.jsparserootnode.getglobals(jsparserootnode.java:70)    com.aptana.editor.js.contentassist.index.jsfileindexingparticipant.getglobals(jsfileindexingparticipant.java:77)    com.aptana.editor.js.contentassist.index.jsfileindexingparticipant.processparseresults(jsfileindexingparticipant.java:175)    com.aptana.editor.html.contentassist.index.htmlfileindexingparticipant.processhtmlspecialnode(htmlfileindexingparticipant.java:140)    com.aptana.editor.html.contentassist.index.htmlfileindexingparticipant.processnode(htmlfileindexingparticipant.java:166)    com.aptana.editor.html.contentassist.index.htmlfileindexingparticipant.walkast(htmlfileindexingparticipant.java:198)    com.aptana.editor.erb.html.rhtmlfileindexingparticipant.indexsource(rhtmlfileindexingparticipant.java:68)    com.aptana.editor.erb.html.rhtmlfileindexingparticipant.index(rhtmlfileindexingparticipant.java:39)    com.aptana.core.internal.build.indexbuildparticipant.buildfile(indexbuildparticipant.java:83)    com.aptana.core.build.unifiedbuilder.buildfile(unifiedbuilder.java:322)    com.aptana.core.build.unifiedbuilder.buildfiles(unifiedbuilder.java:306)    com.aptana.core.build.unifiedbuilder.fullbuild(unifiedbuilder.java:265)    com.aptana.core.build.unifiedbuilder.build(unifiedbuilder.java:122)    org.eclipse.core.internal.events.buildmanager$2.run(buildmanager.java:728)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:199)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:239)    org.eclipse.core.internal.events.buildmanager$1.run(buildmanager.java:292)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:295)    org.eclipse.core.internal.events.buildmanager.basicbuildloop(buildmanager.java:351)    org.eclipse.core.internal.events.buildmanager.build(buildmanager.java:374)    org.eclipse.core.internal.resources.workspace.buildinternal(workspace.java:513)    org.eclipse.core.internal.resources.workspace.build(workspace.java:422)    com.aptana.editor.js.jsmetadataloader$1.run(jsmetadataloader.java:139)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  ",13,train
